step,task_type,total_loss,node_loss,graph_loss,energy_loss,physics_loss,lr,phase
10000,node,2.4965271949768066,0.00046629051212221384,0.0,2.496060848236084,0.0,0.0009999999938623398,3
10001,graph,0.1432798206806183,0.0,0.1322212517261505,0.0,0.0110585642978549,0.0009999999754493592,3
10002,graph,0.13071194291114807,0.0,0.11937689781188965,0.0,0.011335037648677826,0.0009999999447610588,3
10003,graph,0.16834428906440735,0.0,0.15429100394248962,0.0,0.01405328232795,0.0009999999017974391,3
10004,node,0.34184789657592773,0.004599518608301878,0.0,0.33724838495254517,0.0,0.0009999998465585018,3
10005,graph,0.16077615320682526,0.0,0.14612525701522827,0.0,0.014650891534984112,0.0009999997790442476,3
10006,graph,0.2576923072338104,0.0,0.24442628026008606,0.0,0.013266037218272686,0.0009999996992546786,3
10007,graph,0.15519823133945465,0.0,0.14383172988891602,0.0,0.011366504244506359,0.0009999996071897966,3
10008,node,0.9117134213447571,0.0006781824049539864,0.0,0.9110352396965027,0.0,0.0009999995028496036,3
10009,graph,0.19093771278858185,0.0,0.18070560693740845,0.0,0.010232099331915379,0.0009999993862341025,3
10010,graph,0.13903822004795074,0.0,0.12684260308742523,0.0,0.012195613235235214,0.000999999257343296,3
10011,graph,0.13749408721923828,0.0,0.12439866364002228,0.0,0.013095417991280556,0.0009999991161771876,3
10012,node,58.52885055541992,0.0018546818755567074,0.0,58.52699661254883,0.0,0.0009999989627357804,3
10013,graph,0.14899854362010956,0.0,0.13622111082077026,0.0,0.012777426280081272,0.0009999987970190783,3
10014,graph,0.15303508937358856,0.0,0.14264385402202606,0.0,0.010391241870820522,0.0009999986190270857,3
10015,graph,0.20043323934078217,0.0,0.18830184638500214,0.0,0.012131398543715477,0.0009999984287598063,3
10016,node,3.208106279373169,0.007149656768888235,0.0,3.2009565830230713,0.0,0.0009999982262172454,3
10017,graph,0.12664474546909332,0.0,0.11624324321746826,0.0,0.010401501320302486,0.0009999980113994079,3
10018,graph,0.16426625847816467,0.0,0.15065310895442963,0.0,0.013613147661089897,0.0009999977843062988,3
10019,graph,0.14491166174411774,0.0,0.13359816372394562,0.0,0.011313504539430141,0.0009999975449379243,3
10020,node,0.5170098543167114,0.011462685652077198,0.0,0.5055471658706665,0.0,0.0009999972932942895,3
10021,graph,0.14398236572742462,0.0,0.12822368741035461,0.0,0.01575867459177971,0.0009999970293754013,3
10022,graph,0.14912870526313782,0.0,0.13815605640411377,0.0,0.01097264513373375,0.0009999967531812658,3
10023,graph,0.1341971606016159,0.0,0.12318484485149384,0.0,0.011012311093509197,0.00099999646471189,3
10024,node,1.90803062915802,0.005279881879687309,0.0,1.9027507305145264,0.0,0.0009999961639672811,3
10025,graph,0.15142561495304108,0.0,0.1384265273809433,0.0,0.012999084778130054,0.0009999958509474465,3
10026,graph,0.13385014235973358,0.0,0.12139438837766647,0.0,0.012455757707357407,0.0009999955256523936,3
10027,graph,0.14018398523330688,0.0,0.12590879201889038,0.0,0.014275191351771355,0.0009999951880821306,3
10028,node,1.80607271194458,0.002797713503241539,0.0,1.8032749891281128,0.0,0.000999994838236666,3
10029,graph,0.16624438762664795,0.0,0.15270370244979858,0.0,0.013540690764784813,0.0009999944761160083,3
10030,graph,0.11900849640369415,0.0,0.10514478385448456,0.0,0.01386371348053217,0.0009999941017201663,3
