step,timestamp,phase,phase_count_node,phase_count_graph,avg_loss_last_10,best_loss_so_far,time_in_phase,curriculum_phase
3100,1753490404.3412442,node,776,2325,0.7729500696063042,0.1305137425661087,0.0,2
3110,1753490408.7175913,graph,778,2333,0.6366082400083541,0.1305137425661087,0.474595308303833,2
3120,1753490413.041594,node,781,2340,104.66280449479818,0.1305137425661087,0.0,2
3130,1753490417.4740248,graph,783,2348,0.4689743399620056,0.1305137425661087,0.4917726516723633,2
3140,1753490421.8342028,node,786,2355,2.339991217851639,0.1305137425661087,0.0,2
3150,1753490426.4177372,graph,788,2363,0.9613300368189812,0.1305137425661087,0.4748823642730713,2
3160,1753490430.780229,node,791,2370,0.6436967268586159,0.1305137425661087,0.0,2
3170,1753490435.064111,graph,793,2378,11.151970018446445,0.1305137425661087,0.46362900733947754,2
3180,1753490439.3560617,node,796,2385,1.1552830919623376,0.1305137425661087,0.0,2
3190,1753490443.7358432,graph,798,2393,0.5256134331226349,0.1305137425661087,0.4631192684173584,2
3200,1753490447.968271,node,801,2400,1.6660429656505584,0.1305137425661087,0.0,2
3210,1753490452.3252766,graph,803,2408,0.5221056804060936,0.1305137425661087,0.4676806926727295,2
3220,1753490456.6024961,node,806,2415,3.1931655272841453,0.1305137425661087,0.0,2
3230,1753490461.0419703,graph,808,2423,0.5547760128974915,0.1305137425661087,0.4526097774505615,2
3240,1753490465.350976,node,811,2430,0.6107225000858307,0.1305137425661087,0.0,2
3250,1753490469.775881,graph,813,2438,0.5745818391442299,0.1305137425661087,0.4562675952911377,2
3260,1753490474.0097694,node,816,2445,0.6181950390338897,0.1305137425661087,0.0,2
3270,1753490478.433314,graph,818,2453,0.49638655334711074,0.1305137425661087,0.4508991241455078,2
3280,1753490482.594962,node,821,2460,98.27196424007415,0.1305137425661087,0.0,2
3290,1753490487.0299249,graph,823,2468,1.2080870062112807,0.1305137425661087,0.4832925796508789,2
3300,1753490491.25451,node,826,2475,1.1571677550673485,0.1305137425661087,0.0,2
3310,1753490495.6973927,graph,828,2483,0.32719372361898424,0.1305137425661087,0.46286964416503906,2
3320,1753490500.0379868,node,831,2490,3.371960286796093,0.1305137425661087,0.0,2
3330,1753490504.360674,graph,833,2498,0.4275972232222557,0.1305137425661087,0.4569239616394043,2
3340,1753490508.5913882,node,836,2505,0.6976456820964814,0.1305137425661087,0.0,2
3350,1753490512.9535458,graph,838,2513,0.322782988846302,0.1305137425661087,0.47052478790283203,2
3360,1753490517.3149002,node,841,2520,0.5547841861844063,0.1305137425661087,0.0,2
3370,1753490521.800232,graph,843,2528,0.7561950996518135,0.1305137425661087,0.4820728302001953,2
3380,1753490526.108404,node,846,2535,0.48815685212612153,0.1305137425661087,0.0,2
3390,1753490530.4990017,graph,848,2543,0.5308774322271347,0.1305137425661087,0.4672892093658447,2
3400,1753490534.8239596,node,851,2550,1.3441108018159866,0.1305137425661087,0.0,2
3410,1753490539.2696297,graph,853,2558,0.8431915625929832,0.1305137425661087,0.4679684638977051,2
3420,1753490543.6315868,node,856,2565,0.9113105893135071,0.1305137425661087,0.0,2
3430,1753490547.9364753,graph,858,2573,1.034154114127159,0.1305137425661087,0.46143221855163574,2
3440,1753490552.157291,node,861,2580,0.5669394597411156,0.1305137425661087,0.0,2
3450,1753490556.564421,graph,863,2588,2.0280659794807434,0.1305137425661087,0.46196484565734863,2
3460,1753490560.9032302,node,866,2595,2.229516951739788,0.1305137425661087,0.0,2
3470,1753490565.4212239,graph,868,2603,0.5091798782348633,0.1305137425661087,0.4630155563354492,2
3480,1753490569.733821,node,871,2610,0.6714461147785187,0.1305137425661087,0.0,2
3490,1753490574.1678486,graph,873,2618,0.8031241402029992,0.1305137425661087,0.47583556175231934,2
3500,1753490578.4394145,node,876,2625,1.1919513285160064,0.1305137425661087,0.0,2
3510,1753490596.3567605,graph,878,2633,0.43044694513082504,0.1305137425661087,0.4611170291900635,2
3520,1753490600.624948,node,881,2640,5.322970096766949,0.1305137425661087,0.0,2
3530,1753490605.0577912,graph,883,2648,0.5142637595534325,0.1305137425661087,0.4631657600402832,2
3540,1753490609.299959,node,886,2655,104.94282471686601,0.1305137425661087,0.0,2
3550,1753490613.767213,graph,888,2663,1.3845178574323653,0.1305137425661087,0.4622914791107178,2
3560,1753490618.008738,node,891,2670,1.4142597258090972,0.1305137425661087,0.0,2
3570,1753490622.4529014,graph,893,2678,2.566950161755085,0.1305137425661087,0.45501136779785156,2
3580,1753490626.6482193,node,896,2685,0.9707308724522591,0.1305137425661087,0.0,2
3590,1753490630.9828925,graph,898,2693,0.29832530170679095,0.1305137425661087,0.4351339340209961,2
3600,1753490635.1676035,node,901,2700,3.4775537624955177,0.1305137425661087,0.0,2
3610,1753490639.5967689,graph,903,2708,0.8278142392635346,0.1305137425661087,0.4682037830352783,2
3620,1753490643.9585736,node,906,2715,0.7674242973327636,0.1305137425661087,0.0,2
3630,1753490648.267137,graph,908,2723,1.6190105184912682,0.1305137425661087,0.4686264991760254,2
3640,1753490652.6495776,node,911,2730,1.2032639652490615,0.1305137425661087,0.0,2
3650,1753490657.017148,graph,913,2738,1.6523774072527886,0.1305137425661087,0.4750690460205078,2
3660,1753490661.4434657,node,916,2745,2.5134183764457703,0.1305137425661087,0.0,2
3670,1753490665.75235,graph,918,2753,0.30303352773189546,0.1305137425661087,0.46190786361694336,2
3680,1753490670.1005042,node,921,2760,2.5128047972917558,0.1305137425661087,0.0,2
3690,1753490674.446199,graph,923,2768,1.2767287343740463,0.1305137425661087,0.44840431213378906,2
