step,timestamp,phase,phase_count_node,phase_count_graph,avg_loss_last_10,best_loss_so_far,time_in_phase,curriculum_phase
730,1753489477.6609359,graph,183,548,3.738501545786858,0.13518883287906647,0.2697560787200928,1
740,1753489480.040753,node,186,555,4.915950220823288,0.13518883287906647,0.0,1
750,1753489482.4780293,graph,188,563,3.1661892205476763,0.13518883287906647,0.2758042812347412,1
760,1753489484.8402205,node,191,570,2.78828264772892,0.13518883287906647,0.0,1
770,1753489487.3602152,graph,193,578,3.40547077357769,0.13518883287906647,0.2720601558685303,1
780,1753489489.7290776,node,196,585,3.017486271262169,0.13518883287906647,0.0,1
790,1753489492.4775019,graph,198,593,3.0481059730052946,0.13518883287906647,0.25977301597595215,1
800,1753489494.911372,node,201,600,2.05750350356102,0.13518883287906647,0.0,1
810,1753489497.3457954,graph,203,608,2.4981407314538955,0.13518883287906647,0.2520174980163574,1
820,1753489499.8744783,node,206,615,2.187315911054611,0.13518883287906647,0.0,1
830,1753489502.333599,graph,208,623,2.6643916368484497,0.13518883287906647,0.25424981117248535,1
840,1753489504.72878,node,211,630,2.023132485151291,0.13518883287906647,0.0,1
850,1753489507.2652,graph,213,638,2.0980613350868227,0.13518883287906647,0.2710444927215576,1
860,1753489509.7291229,node,216,645,2.9116448670625688,0.13518883287906647,0.0,1
870,1753489512.2143989,graph,218,653,2.069973108172417,0.13518883287906647,0.2739706039428711,1
880,1753489514.6188664,node,221,660,1.8913664013147353,0.13518883287906647,0.0,1
890,1753489517.1114795,graph,223,668,1.8974837958812714,0.13518883287906647,0.25211405754089355,1
900,1753489519.4864533,node,226,675,2.038412740826607,0.13518883287906647,0.0,1
910,1753489521.9279954,graph,228,683,1.781925880908966,0.13518883287906647,0.2593953609466553,1
920,1753489524.3659708,node,231,690,1.4427536189556123,0.13518883287906647,0.0,1
930,1753489526.8574686,graph,233,698,1.8069354802370072,0.13518883287906647,0.264833927154541,1
940,1753489529.2499595,node,236,705,1.551335096359253,0.13518883287906647,0.0,1
950,1753489531.7326162,graph,238,713,1.4865464717149734,0.13518883287906647,0.261272668838501,1
960,1753489534.125487,node,241,720,1.48820558488369,0.13518883287906647,0.0,1
970,1753489536.6376355,graph,243,728,1.4193139851093293,0.13518883287906647,0.25615453720092773,1
980,1753489539.0600705,node,246,735,1.3864091143012047,0.1305137425661087,0.0,1
990,1753489541.5595927,graph,248,743,1.5532193928956985,0.1305137425661087,0.2676582336425781,1
1000,1753489543.9572072,node,251,750,1.2821372136473657,0.1305137425661087,0.0,1
1010,1753489558.2774606,graph,253,758,1.3840511202812196,0.1305137425661087,0.25608110427856445,1
1020,1753489560.6985157,node,256,765,1.5601145803928376,0.1305137425661087,0.0,1
1030,1753489563.2072368,graph,258,773,1.3299105659127235,0.1305137425661087,0.2794039249420166,1
1040,1753489565.6490939,node,261,780,2.755999635159969,0.1305137425661087,0.0,1
1050,1753489568.1323063,graph,263,788,1.193393737077713,0.1305137425661087,0.2604241371154785,1
1060,1753489570.5734062,node,266,795,1.0383554995059967,0.1305137425661087,0.0,1
1070,1753489572.9886796,graph,268,803,1.2531579613685608,0.1305137425661087,0.2519404888153076,1
1080,1753489575.4029117,node,271,810,2.2003686904907225,0.1305137425661087,0.0,1
1090,1753489577.8849924,graph,273,818,1.3169098645448685,0.1305137425661087,0.2673187255859375,1
1100,1753489580.2868261,node,276,825,1.2662366479635239,0.1305137425661087,0.0,1
1110,1753489582.788792,graph,278,833,1.5738686501979828,0.1305137425661087,0.24719548225402832,1
1120,1753489585.2124538,node,281,840,1957.5105345070363,0.1305137425661087,0.0,1
1130,1753489587.7230253,graph,283,848,1.0410078912973404,0.1305137425661087,0.2761378288269043,1
1140,1753489590.1103714,node,286,855,0.9373342037200928,0.1305137425661087,0.0,1
1150,1753489592.580852,graph,288,863,1.2012180805206298,0.1305137425661087,0.2541384696960449,1
1160,1753489594.989682,node,291,870,0.8849094226956368,0.1305137425661087,0.0,1
1170,1753489597.483752,graph,293,878,1.0593871295452117,0.1305137425661087,0.2840917110443115,1
1180,1753489600.073268,node,296,885,0.9643337324261665,0.1305137425661087,0.0,1
1190,1753489602.7184708,graph,298,893,1.056998646259308,0.1305137425661087,0.30919480323791504,1
1200,1753489605.1212192,node,301,900,0.8834356129169464,0.1305137425661087,0.0,1
1210,1753489607.5941098,graph,303,908,1.1742994248867036,0.1305137425661087,0.26419568061828613,1
1220,1753489609.9982264,node,306,915,0.8879923671483994,0.1305137425661087,0.0,1
1230,1753489612.4513907,graph,308,923,0.9985945403575898,0.1305137425661087,0.2474079132080078,1
1240,1753489614.8650823,node,311,930,0.8085547000169754,0.1305137425661087,0.0,1
1250,1753489617.6361558,graph,313,938,0.774660387635231,0.1305137425661087,0.29277825355529785,1
1260,1753489620.114555,node,316,945,0.7069688498973846,0.1305137425661087,0.0,1
1270,1753489622.5596914,graph,318,953,0.8170473426580429,0.1305137425661087,0.26516103744506836,1
1280,1753489624.9309568,node,321,960,0.9672449201345443,0.1305137425661087,0.0,1
1290,1753489627.402348,graph,323,968,0.841448900103569,0.1305137425661087,0.25542712211608887,1
1300,1753489629.8184488,node,326,975,0.7075046360492706,0.1305137425661087,0.0,1
1310,1753489632.3415964,graph,328,983,0.8019110888242722,0.1305137425661087,0.2770235538482666,1
1320,1753489634.7598171,node,331,990,0.7792025119066238,0.1305137425661087,0.0,1
1330,1753489637.3061926,graph,333,998,0.8552108228206634,0.1305137425661087,0.27943992614746094,1
1340,1753489639.7364635,node,336,1005,0.7415127664804458,0.1305137425661087,0.0,1
1350,1753489642.3324096,graph,338,1013,0.7449551850557328,0.1305137425661087,0.28987908363342285,1
1360,1753489644.9208126,node,341,1020,0.6230805307626724,0.1305137425661087,0.0,1
1370,1753489647.5174792,graph,343,1028,0.608551199734211,0.1305137425661087,0.28578948974609375,1
1380,1753489650.2935002,node,346,1035,0.7613259047269821,0.1305137425661087,0.0,1
1390,1753489653.8547873,graph,348,1043,0.8159581542015075,0.1305137425661087,0.4592585563659668,1
1400,1753489657.6748412,node,351,1050,1.2615805745124817,0.1305137425661087,0.0,1
1410,1753489661.6054637,graph,353,1058,0.6647273033857346,0.1305137425661087,0.4136040210723877,1
1420,1753489665.1672142,node,356,1065,0.6310349598526954,0.1305137425661087,0.0,1
1430,1753489668.7981973,graph,358,1073,0.7722719550132752,0.1305137425661087,0.38655543327331543,1
1440,1753489672.603439,node,361,1080,1.645632067322731,0.1305137425661087,0.0,1
1450,1753489675.7785358,graph,363,1088,0.8791332602500915,0.1305137425661087,0.31698155403137207,1
1460,1753489678.4997034,node,366,1095,0.6075945675373078,0.1305137425661087,0.0,1
1470,1753489681.2947571,graph,368,1103,0.6925170928239822,0.1305137425661087,0.2946128845214844,1
1480,1753489684.014858,node,371,1110,2.0547400206327437,0.1305137425661087,0.0,1
1490,1753489687.5721252,graph,373,1118,0.6538802802562713,0.1305137425661087,0.330669641494751,1
1500,1753489691.2939403,node,376,1125,0.75050490796566,0.1305137425661087,0.0,1
1510,1753489712.2251508,graph,378,1133,0.7562634259462356,0.1305137425661087,0.39234328269958496,1
1520,1753489715.8715124,node,381,1140,0.6712352976202964,0.1305137425661087,0.0,1
1530,1753489720.017331,graph,383,1148,0.7378338679671288,0.1305137425661087,0.4558701515197754,1
1540,1753489723.7506094,node,386,1155,0.6793082505464554,0.1305137425661087,0.0,1
1550,1753489727.1130505,graph,388,1163,0.6345471829175949,0.1305137425661087,0.2821519374847412,1
1560,1753489730.8158004,node,391,1170,0.6919846624135971,0.1305137425661087,0.0,1
1570,1753489734.3528194,graph,393,1178,0.5957435101270676,0.1305137425661087,0.29544782638549805,1
1580,1753489737.688773,node,396,1185,0.6168289035558701,0.1305137425661087,0.0,1
1590,1753489741.84128,graph,398,1193,0.6589416235685348,0.1305137425661087,0.45658040046691895,1
1600,1753489745.8365235,node,401,1200,0.629590505361557,0.1305137425661087,0.0,1
1610,1753489749.8915231,graph,403,1208,1.0523593962192535,0.1305137425661087,0.4322471618652344,1
1620,1753489753.2401814,node,406,1215,0.6166754066944122,0.1305137425661087,0.0,1
1630,1753489757.065879,graph,408,1223,0.6909289985895157,0.1305137425661087,0.4412269592285156,1
1640,1753489760.7950213,node,411,1230,0.5952967375516891,0.1305137425661087,0.0,1
1650,1753489764.4744105,graph,413,1238,0.626096659898758,0.1305137425661087,0.42814159393310547,1
1660,1753489768.2705305,node,416,1245,0.5590585142374038,0.1305137425661087,0.0,1
1670,1753489772.320974,graph,418,1253,0.7099899008870125,0.1305137425661087,0.4378652572631836,1
1680,1753489775.4152625,node,421,1260,0.5831082791090012,0.1305137425661087,0.0,1
1690,1753489778.229867,graph,423,1268,0.5324082970619202,0.1305137425661087,0.2558434009552002,1
1700,1753489780.6362562,node,426,1275,0.5754647701978683,0.1305137425661087,0.0,1
1710,1753489783.1206243,graph,428,1283,0.5825192660093308,0.1305137425661087,0.2712409496307373,1
1720,1753489785.637151,node,431,1290,0.5562110751867294,0.1305137425661087,0.0,1
1730,1753489788.1364946,graph,433,1298,0.615775254368782,0.1305137425661087,0.2735707759857178,1
1740,1753489790.523413,node,436,1305,0.60848388671875,0.1305137425661087,0.0,1
1750,1753489793.008813,graph,438,1313,0.5926606506109238,0.1305137425661087,0.2548689842224121,1
1760,1753489795.425604,node,441,1320,0.6344372689723968,0.1305137425661087,0.0,1
1770,1753489797.9163618,graph,443,1328,0.5290063366293907,0.1305137425661087,0.2564105987548828,1
1780,1753489800.3218482,node,446,1335,0.4847642183303833,0.1305137425661087,0.0,1
1790,1753489802.7844608,graph,448,1343,0.558083787560463,0.1305137425661087,0.2534770965576172,1
1800,1753489805.1445236,node,451,1350,0.490522263944149,0.1305137425661087,0.0,1
1810,1753489807.5990055,graph,453,1358,0.5605827897787095,0.1305137425661087,0.28148555755615234,1
1820,1753489810.0428414,node,456,1365,0.643044239282608,0.1305137425661087,0.0,1
1830,1753489812.4921503,graph,458,1373,0.5750150084495544,0.1305137425661087,0.2513265609741211,1
1840,1753489814.926097,node,461,1380,0.4984543949365616,0.1305137425661087,0.0,1
1850,1753489817.5372646,graph,463,1388,0.46143212020397184,0.1305137425661087,0.2793421745300293,1
1860,1753489820.151597,node,466,1395,0.5368826434016227,0.1305137425661087,0.0,1
1870,1753489822.7612884,graph,468,1403,0.5899127751588822,0.1305137425661087,0.25737881660461426,1
1880,1753489825.2427418,node,471,1410,0.5365758329629898,0.1305137425661087,0.0,1
1890,1753489827.7741024,graph,473,1418,0.49802862107753754,0.1305137425661087,0.251140832901001,1
1900,1753489830.1816673,node,476,1425,0.5285273998975754,0.1305137425661087,0.0,1
1910,1753489832.6629078,graph,478,1433,0.47474142611026765,0.1305137425661087,0.2613027095794678,1
1920,1753489835.0563908,node,481,1440,0.6614573568105697,0.1305137425661087,0.0,1
1930,1753489837.5591166,graph,483,1448,0.5870063543319702,0.1305137425661087,0.24947547912597656,1
1940,1753489840.0034413,node,486,1455,0.4787730485200882,0.1305137425661087,0.0,1
1950,1753489842.508195,graph,488,1463,0.579045632481575,0.1305137425661087,0.2616157531738281,1
1960,1753489844.899028,node,491,1470,0.5602761089801789,0.1305137425661087,0.0,1
1970,1753489847.3378398,graph,493,1478,0.5331482589244843,0.1305137425661087,0.26102423667907715,1
1980,1753489849.7704344,node,496,1485,0.4291206493973732,0.1305137425661087,0.0,1
1990,1753489852.2341945,graph,498,1493,2070.8750226855277,0.1305137425661087,0.2588331699371338,1
2000,1753489854.8723037,node,501,1500,0.8519477277994156,0.1305137425661087,0.0,2
2010,1753489872.9278045,graph,503,1508,2.9743244647979736,0.1305137425661087,0.4835019111633301,2
2020,1753489877.5052593,node,506,1515,1.88379425406456,0.1305137425661087,0.0,2
2030,1753489881.8657022,graph,508,1523,1.7206729233264924,0.1305137425661087,0.4586036205291748,2
2040,1753489886.0689974,node,511,1530,1.8445548176765443,0.1305137425661087,0.0,2
2050,1753489890.4338894,graph,513,1538,1.1834279298782349,0.1305137425661087,0.46177053451538086,2
2060,1753489894.7816625,node,516,1545,2.077832853794098,0.1305137425661087,0.0,2
2070,1753489899.2125993,graph,518,1553,1.5285460889339446,0.1305137425661087,0.4804098606109619,2
2080,1753489903.6433241,node,521,1560,1.0854096055030822,0.1305137425661087,0.0,2
2090,1753489907.9690113,graph,523,1568,1.1248384177684785,0.1305137425661087,0.45694971084594727,2
2100,1753489912.189801,node,526,1575,1.2621612131595612,0.1305137425661087,0.0,2
2110,1753489916.5848231,graph,528,1583,2.0445444881916046,0.1305137425661087,0.4560103416442871,2
2120,1753489920.926307,node,531,1590,1.527448558807373,0.1305137425661087,0.0,2
2130,1753489925.327204,graph,533,1598,1.1924764394760132,0.1305137425661087,0.4637925624847412,2
2140,1753489929.5797246,node,536,1605,1.0007016479969024,0.1305137425661087,0.0,2
2150,1753489934.0273058,graph,538,1613,3.6469602942466737,0.1305137425661087,0.46616148948669434,2
2160,1753489938.3056626,node,541,1620,2.4252605020999907,0.1305137425661087,0.0,2
2170,1753489942.727406,graph,543,1628,1.3225795716047286,0.1305137425661087,0.4836249351501465,2
2180,1753489946.955316,node,546,1635,0.9529474675655365,0.1305137425661087,0.0,2
2190,1753489951.3233247,graph,548,1643,0.7267515867948532,0.1305137425661087,0.45263028144836426,2
2200,1753489955.6667652,node,551,1650,1.077549296617508,0.1305137425661087,0.0,2
2210,1753489960.0574243,graph,553,1658,1.4672582983970641,0.1305137425661087,0.4551830291748047,2
2220,1753489964.35217,node,556,1665,1.1892511934041976,0.1305137425661087,0.0,2
2230,1753489968.9342685,graph,558,1673,2.2459541738033293,0.1305137425661087,0.49182558059692383,2
2240,1753489973.4835746,node,561,1680,1.6055504083633423,0.1305137425661087,0.0,2
2250,1753489978.5515108,graph,563,1688,1.2584893733263016,0.1305137425661087,0.49509119987487793,2
2260,1753489983.9572866,node,566,1695,0.9153324276208877,0.1305137425661087,0.0,2
2270,1753489989.4931865,graph,568,1703,0.5382026046514511,0.1305137425661087,0.4870030879974365,2
2280,1753489994.944707,node,571,1710,2.165509796142578,0.1305137425661087,0.0,2
2290,1753490000.6361268,graph,573,1718,1.7955702394247055,0.1305137425661087,0.623704195022583,2
2300,1753490005.9858947,node,576,1725,1.1024075895547867,0.1305137425661087,0.0,2
2310,1753490011.7205117,graph,578,1733,1.4343708276748657,0.1305137425661087,0.5949039459228516,2
2320,1753490017.2251718,node,581,1740,3.44136343896389,0.1305137425661087,0.0,2
2330,1753490022.9360802,graph,583,1748,0.6581055760383606,0.1305137425661087,0.6236355304718018,2
2340,1753490028.5074434,node,586,1755,1.4592625349760056,0.1305137425661087,0.0,2
2350,1753490034.2111526,graph,588,1763,1.9198825359344482,0.1305137425661087,0.6115086078643799,2
2360,1753490039.7913768,node,591,1770,2.17306826710701,0.1305137425661087,0.0,2
2370,1753490045.5762355,graph,593,1778,1.8864674419164658,0.1305137425661087,0.6009323596954346,2
2380,1753490050.991386,node,596,1785,1.9523303478956222,0.1305137425661087,0.0,2
2390,1753490056.7885146,graph,598,1793,1.4924338042736054,0.1305137425661087,0.5848498344421387,2
2400,1753490062.0930836,node,601,1800,1.5417070537805557,0.1305137425661087,0.0,2
2410,1753490067.7145183,graph,603,1808,1.4724595308303834,0.1305137425661087,0.6151478290557861,2
2420,1753490073.244365,node,606,1815,0.9599069982767106,0.1305137425661087,0.0,2
2430,1753490078.4835443,graph,608,1823,0.9134089440107346,0.1305137425661087,0.5854165554046631,2
2440,1753490083.2576249,node,611,1830,1.2223244160413742,0.1305137425661087,0.0,2
2450,1753490088.0267785,graph,613,1838,0.8069770455360412,0.1305137425661087,0.47856879234313965,2
2460,1753490092.5053267,node,616,1845,0.6971269726753235,0.1305137425661087,0.0,2
2470,1753490097.6888363,graph,618,1853,1.139814528822899,0.1305137425661087,0.5929360389709473,2
2480,1753490103.0515938,node,621,1860,0.6712238162755966,0.1305137425661087,0.0,2
2490,1753490108.2240322,graph,623,1868,0.7791592866182327,0.1305137425661087,0.532128095626831,2
2500,1753490113.6857643,node,626,1875,11.33065702021122,0.1305137425661087,0.0,2
2510,1753490133.5901577,graph,628,1883,0.8850187808275223,0.1305137425661087,0.48415684700012207,2
2520,1753490137.939925,node,631,1890,0.6545491963624954,0.1305137425661087,0.0,2
2530,1753490142.286965,graph,633,1898,0.5982977330684662,0.1305137425661087,0.47655320167541504,2
2540,1753490146.5474172,node,636,1905,1.0397460490465165,0.1305137425661087,0.0,2
2550,1753490150.9788694,graph,638,1913,1.1680222749710083,0.1305137425661087,0.4696464538574219,2
2560,1753490155.1888983,node,641,1920,1.287779951095581,0.1305137425661087,0.0,2
2570,1753490159.647984,graph,643,1928,0.750154510140419,0.1305137425661087,0.45864224433898926,2
2580,1753490163.9809546,node,646,1935,0.9622961699962616,0.1305137425661087,0.0,2
2590,1753490168.3652635,graph,648,1943,1.1798982501029969,0.1305137425661087,0.46536827087402344,2
2600,1753490172.6247656,node,651,1950,0.7270925104618072,0.1305137425661087,0.0,2
2610,1753490176.9969385,graph,653,1958,0.5138494670391083,0.1305137425661087,0.4772145748138428,2
2620,1753490181.2234156,node,656,1965,2.9471551895141603,0.1305137425661087,0.0,2
2630,1753490185.6838202,graph,658,1973,1.1709663450717926,0.1305137425661087,0.4676859378814697,2
2640,1753490190.0084953,node,661,1980,104.77898276448249,0.1305137425661087,0.0,2
2650,1753490194.502648,graph,663,1988,1.8655651688575745,0.1305137425661087,0.4850494861602783,2
2660,1753490198.8003752,node,666,1995,0.8220370769500732,0.1305137425661087,0.0,2
2670,1753490203.23295,graph,668,2003,2.857366734743118,0.1305137425661087,0.47237181663513184,2
2680,1753490207.6404896,node,671,2010,3.058148926496506,0.1305137425661087,0.0,2
2690,1753490211.9694784,graph,673,2018,1.5360893785953522,0.1305137425661087,0.45574474334716797,2
2700,1753490216.303103,node,676,2025,1.2762710928916932,0.1305137425661087,0.0,2
2710,1753490220.7337077,graph,678,2033,0.6762849926948548,0.1305137425661087,0.454268217086792,2
2720,1753490225.0792491,node,681,2040,0.9850131273269653,0.1305137425661087,0.0,2
2730,1753490229.57422,graph,683,2048,0.8406843543052673,0.1305137425661087,0.46526169776916504,2
2740,1753490233.8698545,node,686,2055,1.0707857012748718,0.1305137425661087,0.0,2
2750,1753490238.177516,graph,688,2063,0.4133338838815689,0.1305137425661087,0.4464898109436035,2
2760,1753490242.4608405,node,691,2070,5.984464263916015,0.1305137425661087,0.0,2
2770,1753490246.8471751,graph,693,2078,1.3575121074914933,0.1305137425661087,0.45407581329345703,2
2780,1753490251.1939487,node,696,2085,1.2632095575332642,0.1305137425661087,0.0,2
2790,1753490255.6220524,graph,698,2093,0.6025785475969314,0.1305137425661087,0.4700171947479248,2
2800,1753490259.9689999,node,701,2100,0.7462965101003647,0.1305137425661087,0.0,2
2810,1753490264.2747104,graph,703,2108,0.3624517410993576,0.1305137425661087,0.4304168224334717,2
2820,1753490268.5286431,node,706,2115,1.1680037319660186,0.1305137425661087,0.0,2
2830,1753490272.956438,graph,708,2123,116.5651698961854,0.1305137425661087,0.4486379623413086,2
2840,1753490277.1738281,node,711,2130,1.2773067116737367,0.1305137425661087,0.0,2
2850,1753490281.5996928,graph,713,2138,0.46944456547498703,0.1305137425661087,0.45566272735595703,2
2860,1753490286.0007322,node,716,2145,3.7864253133535386,0.1305137425661087,0.0,2
2870,1753490290.3694189,graph,718,2153,1.073432058095932,0.1305137425661087,0.45520782470703125,2
2880,1753490294.6450868,node,721,2160,4.81146981716156,0.1305137425661087,0.0,2
2890,1753490299.0348427,graph,723,2168,0.5295075461268425,0.1305137425661087,0.46224379539489746,2
2900,1753490303.3947096,node,726,2175,0.8270495265722275,0.1305137425661087,0.0,2
2910,1753490307.7793906,graph,728,2183,0.7327240020036697,0.1305137425661087,0.44129443168640137,2
2920,1753490312.1196423,node,731,2190,5.063646760582924,0.1305137425661087,0.0,2
2930,1753490316.5436924,graph,733,2198,0.486843204498291,0.1305137425661087,0.4644045829772949,2
2940,1753490320.8721185,node,736,2205,0.420139467716217,0.1305137425661087,0.0,2
2950,1753490325.33174,graph,738,2213,1.055438843369484,0.1305137425661087,0.4534120559692383,2
2960,1753490329.558919,node,741,2220,1.8530532166361808,0.1305137425661087,0.0,2
2970,1753490333.9439485,graph,743,2228,1.6696319550275802,0.1305137425661087,0.45457959175109863,2
2980,1753490338.3331764,node,746,2235,1.1707287549972534,0.1305137425661087,0.0,2
2990,1753490342.6528184,graph,748,2243,0.5575570076704025,0.1305137425661087,0.4572486877441406,2
3000,1753490346.9284704,node,751,2250,1.6575672894716262,0.1305137425661087,0.0,2
3010,1753490365.0796514,graph,753,2258,0.5979375094175339,0.1305137425661087,0.4796135425567627,2
3020,1753490369.3232574,node,756,2265,2.9310180991888046,0.1305137425661087,0.0,2
3030,1753490373.7530067,graph,758,2273,2.248931165039539,0.1305137425661087,0.44553041458129883,2
3040,1753490378.092415,node,761,2280,1.0419132277369498,0.1305137425661087,0.0,2
3050,1753490382.4577765,graph,763,2288,0.6815403550863266,0.1305137425661087,0.45231175422668457,2
3060,1753490386.8280807,node,766,2295,1.3781925439834595,0.1305137425661087,0.0,2
3070,1753490391.2079518,graph,768,2303,3.5950151905417442,0.1305137425661087,0.47689342498779297,2
3080,1753490395.4662478,node,771,2310,0.8356527835130692,0.1305137425661087,0.0,2
3090,1753490399.8409948,graph,773,2318,1.072316613793373,0.1305137425661087,0.4444403648376465,2
