step,timestamp,phase,total_loss,node_loss,graph_loss,energy_loss,learning_rate,steps_per_sec,elapsed_time,weight_node,weight_graph,weight_energy
2038,1753221308.2687716,graph,0.39454713463783264,0.0,0.39454713463783264,0.0,0.0001987979601265664,2.755004331887619,17.43213939666748,1.0,1.0,1.0
2039,1753221308.6158001,graph,0.3764374256134033,0.0,0.3764374256134033,0.0,0.00019879793651654472,2.881607757379892,17.779167890548706,1.0,1.0,1.0
2040,1753221308.9133298,node,0.6938344240188599,0.0009354639914818108,0.0,0.6928989887237549,0.00019879791230880295,3.361009030955262,18.07669758796692,1.0,1.0,1.0
2041,1753221309.258433,graph,0.3686842620372772,0.0,0.3686842620372772,0.0,0.00019879788750334126,2.897683403018236,18.4218008518219,1.0,1.0,1.0
2042,1753221309.607342,graph,0.2954958975315094,0.0,0.2954958975315094,0.0,0.00019879786210015977,2.8660776395181182,18.7707097530365,1.0,1.0,1.0
2043,1753221309.9630492,graph,0.286529004573822,0.0,0.286529004573822,0.0,0.0001987978360992587,2.8113012284643393,19.1264169216156,1.0,1.0,1.0
2044,1753221310.272958,node,1.1759536266326904,0.000648344517685473,0.0,1.1753052473068237,0.00019879780950063814,3.2267550459590786,19.436325788497925,1.0,1.0,1.0
2045,1753221310.629426,graph,0.3173820674419403,0.0,0.3173820674419403,0.0,0.0001987977823042983,2.8053011935377072,19.79279375076294,1.0,1.0,1.0
2046,1753221310.9793375,graph,0.2867717146873474,0.0,0.2867717146873474,0.0,0.00019879775451023935,2.8578658862728132,20.14270520210266,1.0,1.0,1.0
2047,1753221311.3282697,graph,0.30479225516319275,0.0,0.30479225516319275,0.0,0.0001987977261184614,2.8658857227193466,20.491637468338013,1.0,1.0,1.0
2048,1753221311.6136985,node,2.192899465560913,0.0005052973283454776,0.0,2.192394256591797,0.00019879769712896473,3.503501158978428,20.777066230773926,1.0,1.0,1.0
2049,1753221311.9578793,graph,0.43024885654449463,0.0,0.43024885654449463,0.0,0.00019879766754174943,2.905449505021824,21.121247053146362,1.0,1.0,1.0
2050,1753221312.333227,graph,0.24125342071056366,0.0,0.24125342071056366,0.0,0.00019879763735681572,2.6641970321192234,21.496594667434692,1.0,1.0,1.0
2051,1753221312.7150054,graph,0.27908140420913696,0.0,0.27908140420913696,0.0,0.00019879760657416377,2.619319987884806,21.87837314605713,1.0,1.0,1.0
2052,1753221313.0603971,node,2.4530036449432373,0.0005839447840116918,0.0,2.4524197578430176,0.00019879757519379376,2.895263129556741,22.223764896392822,1.0,1.0,1.0
2053,1753221313.4253383,graph,0.2893761098384857,0.0,0.2893761098384857,0.0,0.0001987975432157059,2.7401680566861395,22.588706016540527,1.0,1.0,1.0
2054,1753221313.801215,graph,0.31188225746154785,0.0,0.31188225746154785,0.0,0.00019879751063990041,2.66044714346154,22.964582681655884,1.0,1.0,1.0
2055,1753221314.1737857,graph,0.2727626860141754,0.0,0.2727626860141754,0.0,0.00019879747746637749,2.684053945958053,23.337153434753418,1.0,1.0,1.0
2056,1753221314.524208,node,5.475769519805908,0.0007921358337625861,0.0,5.474977493286133,0.00019879744369513729,2.853698993997733,23.687575817108154,1.0,1.0,1.0
2057,1753221314.88976,graph,0.3721374273300171,0.0,0.3721374273300171,0.0,0.0001987974093261801,2.735589302625297,24.053127765655518,1.0,1.0,1.0
2058,1753221315.2509377,graph,0.2681083679199219,0.0,0.2681083679199219,0.0,0.00019879737435950603,2.768720348487579,24.414305448532104,1.0,1.0,1.0
2059,1753221315.6076524,graph,0.2917388379573822,0.0,0.2917388379573822,0.0,0.00019879733879511538,2.8033605806826762,24.77102017402649,1.0,1.0,1.0
2060,1753221315.8905869,node,0.33959683775901794,0.0011296226875856519,0.0,0.33846721053123474,0.00019879730263300832,3.534387842721871,25.053954601287842,1.0,1.0,1.0
2061,1753221316.2563386,graph,0.22861270606517792,0.0,0.22861270606517792,0.0,0.00019879726587318508,2.734094965431915,25.419706344604492,1.0,1.0,1.0
2062,1753221316.6426272,graph,0.24058005213737488,0.0,0.24058005213737488,0.0,0.00019879722851564593,2.588737770118972,25.805994987487793,1.0,1.0,1.0
2063,1753221316.9916494,graph,0.2657034397125244,0.0,0.2657034397125244,0.0,0.00019879719056039105,2.8651476701015435,26.155017137527466,1.0,1.0,1.0
2064,1753221317.3264496,node,2.6420862674713135,0.0006719555822201073,0.0,2.6414144039154053,0.00019879715200742072,2.986855654318948,26.48981738090515,1.0,1.0,1.0
2065,1753221317.7138803,graph,0.25743094086647034,0.0,0.25743094086647034,0.0,0.00019879711285673512,2.5811069770991053,26.87724804878235,1.0,1.0,1.0
2066,1753221318.1287303,graph,0.24049422144889832,0.0,0.24049422144889832,0.0,0.00019879707310833456,2.4105098427764946,27.29209804534912,1.0,1.0,1.0
2067,1753221318.5034304,graph,0.23116393387317657,0.0,0.23116393387317657,0.0,0.00019879703276221922,2.668801213535708,27.66679811477661,1.0,1.0,1.0
2068,1753221318.8909197,node,2.8013923168182373,0.0007020313641987741,0.0,2.800690174102783,0.00019879699181838938,2.580716296835929,28.054287433624268,1.0,1.0,1.0
2069,1753221319.2480562,graph,0.22260455787181854,0.0,0.22260455787181854,0.0,0.0001987969502768453,2.8000499352777384,28.411423921585083,1.0,1.0,1.0
2070,1753221319.6414118,graph,0.17028774321079254,0.0,0.17028774321079254,0.0,0.00019879690813758724,2.5422289137274654,28.804779529571533,1.0,1.0,1.0
2071,1753221320.006755,graph,0.31861260533332825,0.0,0.31861260533332825,0.0,0.00019879686540061545,2.7371513631578983,29.170122861862183,1.0,1.0,1.0
2072,1753221320.2966366,node,0.6970381736755371,0.0004726068873424083,0.0,0.696565568447113,0.0001987968220659302,3.4496858578888365,29.460004329681396,1.0,1.0,1.0
2073,1753221320.6513464,graph,0.38382384181022644,0.0,0.38382384181022644,0.0,0.0001987967781335317,2.819205504109867,29.814714193344116,1.0,1.0,1.0
2074,1753221321.0309148,graph,0.28384992480278015,0.0,0.28384992480278015,0.0,0.0001987967336034203,2.634571693283711,30.19428253173828,1.0,1.0,1.0
2075,1753221321.4103549,graph,0.43872079253196716,0.0,0.43872079253196716,0.0,0.00019879668847559625,2.635462306635241,30.57372260093689,1.0,1.0,1.0
2076,1753221321.7093177,node,1.9966262578964233,0.0006164252990856767,0.0,1.9960098266601562,0.00019879664275005983,3.3448974074537796,30.872685432434082,1.0,1.0,1.0
2077,1753221322.065462,graph,0.38338908553123474,0.0,0.38338908553123474,0.0,0.00019879659642681129,2.8078496269191273,31.228829860687256,1.0,1.0,1.0
2078,1753221322.4346611,graph,0.2907370924949646,0.0,0.2907370924949646,0.0,0.00019879654950585095,2.708566107406171,31.598028898239136,1.0,1.0,1.0
2079,1753221322.8127468,graph,0.34050554037094116,0.0,0.34050554037094116,0.0,0.00019879650198717904,2.644903601071001,31.976114511489868,1.0,1.0,1.0
2080,1753221323.1275856,node,45.044944763183594,0.0006409100024029613,0.0,45.04430389404297,0.00019879645387079595,3.1762277267460792,32.290953397750854,1.0,1.0,1.0
2081,1753221323.4925866,graph,0.22766388952732086,0.0,0.22766388952732086,0.0,0.00019879640515670192,2.7397187974590524,32.655954360961914,1.0,1.0,1.0
2082,1753221323.8553536,graph,0.2529812753200531,0.0,0.2529812753200531,0.0,0.00019879635584489725,2.7565904617315837,33.01872134208679,1.0,1.0,1.0
2083,1753221324.1891484,graph,0.387757807970047,0.0,0.387757807970047,0.0,0.00019879630593538228,2.9958522524761846,33.352516174316406,1.0,1.0,1.0
2084,1753221324.5144756,node,1.7222198247909546,0.0008499532123096287,0.0,1.7213698625564575,0.00019879625542815728,3.073828838105093,33.67784333229065,1.0,1.0,1.0
2085,1753221324.892836,graph,0.25378596782684326,0.0,0.25378596782684326,0.0,0.00019879620432322257,2.6429819547953035,34.056203842163086,1.0,1.0,1.0
2086,1753221325.2316382,graph,0.30532458424568176,0.0,0.30532458424568176,0.0,0.00019879615262057847,2.9515755725212327,34.39500594139099,1.0,1.0,1.0
2087,1753221325.6091938,graph,0.2899181842803955,0.0,0.2899181842803955,0.0,0.00019879610032022527,2.6486164602676334,34.77256155014038,1.0,1.0,1.0
2088,1753221325.925623,node,3.2956466674804688,0.0009307923610322177,0.0,3.2947158813476562,0.00019879604742216334,3.1602652200120556,35.088990688323975,1.0,1.0,1.0
2089,1753221326.2817848,graph,0.350380003452301,0.0,0.350380003452301,0.0,0.00019879599392639297,2.8077124157630178,35.44515252113342,1.0,1.0,1.0
2090,1753221326.6375782,graph,0.23415236175060272,0.0,0.23415236175060272,0.0,0.00019879593983291452,2.8106192697744294,35.80094599723816,1.0,1.0,1.0
2091,1753221327.0067043,graph,0.32665735483169556,0.0,0.32665735483169556,0.0,0.00019879588514172831,2.7091014431346307,36.170072078704834,1.0,1.0,1.0
2092,1753221327.3857794,node,1.0007057189941406,0.0009754778002388775,0.0,0.9997302293777466,0.00019879582985283468,2.6380000452842722,36.54914712905884,1.0,1.0,1.0
2093,1753221327.7479188,graph,0.3018365204334259,0.0,0.3018365204334259,0.0,0.00019879577396623394,2.761367100241421,36.91128659248352,1.0,1.0,1.0
2094,1753221328.0985334,graph,0.2721673548221588,0.0,0.2721673548221588,0.0,0.0001987957174819265,2.8521349341486104,37.26190114021301,1.0,1.0,1.0
2095,1753221328.4610114,graph,0.29969117045402527,0.0,0.29969117045402527,0.0,0.00019879566039991266,2.7587879840272884,37.62437915802002,1.0,1.0,1.0
2096,1753221328.806735,node,0.2321205735206604,0.0007784696063026786,0.0,0.2313421070575714,0.00019879560272019278,2.8924838111263593,37.97010278701782,1.0,1.0,1.0
2097,1753221329.1918955,graph,0.3522210419178009,0.0,0.3522210419178009,0.0,0.00019879554444276722,2.596320598212296,38.355263233184814,1.0,1.0,1.0
2098,1753221329.5819612,graph,0.49664363265037537,0.0,0.49664363265037537,0.0,0.00019879548556763635,2.5636708812789797,38.74532890319824,1.0,1.0,1.0
2099,1753221329.9315608,graph,0.2700991928577423,0.0,0.2700991928577423,0.0,0.00019879542609480054,2.860415173423118,39.0949285030365,1.0,1.0,1.0
2100,1753221330.217893,node,1.060576319694519,0.0006289665470831096,0.0,1.0599473714828491,0.00019879536602426012,3.4924477336539645,39.38126063346863,1.0,1.0,1.0
2101,1753221330.5825593,graph,0.33799442648887634,0.0,0.33799442648887634,0.0,0.00019879530535601544,2.7422318868247726,39.74592709541321,1.0,1.0,1.0
2102,1753221330.9289515,graph,0.3851374089717865,0.0,0.3851374089717865,0.0,0.00019879524409006694,2.8869014105834365,40.09231925010681,1.0,1.0,1.0
2103,1753221331.295741,graph,0.28985676169395447,0.0,0.28985676169395447,0.0,0.00019879518222641496,2.726358806755212,40.45910882949829,1.0,1.0,1.0
2104,1753221331.6230328,node,19.519838333129883,0.0005813873140141368,0.0,19.519256591796875,0.00019879511976505989,3.0553781758077334,40.78640055656433,1.0,1.0,1.0
2105,1753221331.9995277,graph,0.2853021025657654,0.0,0.2853021025657654,0.0,0.00019879505670600213,2.6560785848446047,41.1628954410553,1.0,1.0,1.0
2106,1753221332.3393784,graph,0.2991238236427307,0.0,0.2991238236427307,0.0,0.00019879499304924206,2.942468870949751,41.50274610519409,1.0,1.0,1.0
2107,1753221332.67312,graph,0.24703927338123322,0.0,0.24703927338123322,0.0,0.00019879492879478007,2.9963295123494977,41.836487770080566,1.0,1.0,1.0
2108,1753221332.9829082,node,0.25750732421875,0.0005716216401197016,0.0,0.256935715675354,0.00019879486394261658,3.228011630466404,42.146275997161865,1.0,1.0,1.0
2109,1753221333.3528078,graph,0.33335763216018677,0.0,0.33335763216018677,0.0,0.00019879479849275192,2.70343693178925,42.516175508499146,1.0,1.0,1.0
2110,1753221333.7420235,graph,0.6108112335205078,0.0,0.6108112335205078,0.0,0.00019879473244518653,2.569269379456768,42.905391216278076,1.0,1.0,1.0
2111,1753221334.1105688,graph,0.22530214488506317,0.0,0.22530214488506317,0.0,0.00019879466579992086,2.7133706950033996,43.27393651008606,1.0,1.0,1.0
2112,1753221334.4112906,node,1.242112636566162,0.00094447290757671,0.0,1.2411681413650513,0.00019879459855695527,3.325331656781512,43.57465839385986,1.0,1.0,1.0
2113,1753221334.7548742,graph,0.3524153530597687,0.0,0.3524153530597687,0.0,0.0001987945307162902,2.910499939629198,43.91824197769165,1.0,1.0,1.0
2114,1753221335.0967972,graph,0.27712833881378174,0.0,0.27712833881378174,0.0,0.00019879446227792606,2.9246350921011985,44.260164976119995,1.0,1.0,1.0
2115,1753221335.4458911,graph,0.3615606129169464,0.0,0.3615606129169464,0.0,0.00019879439324186327,2.864558675486919,44.60925889015198,1.0,1.0,1.0
2116,1753221335.7705398,node,7.471762657165527,0.0006837002001702785,0.0,7.471078872680664,0.00019879432360810225,3.0802533644224943,44.9339075088501,1.0,1.0,1.0
2117,1753221336.1269877,graph,0.3333585560321808,0.0,0.3333585560321808,0.0,0.00019879425337664347,2.8054588104352294,45.29035544395447,1.0,1.0,1.0
2118,1753221336.483868,graph,0.2972926199436188,0.0,0.2972926199436188,0.0,0.00019879418254748732,2.802060841866729,45.64723563194275,1.0,1.0,1.0
2119,1753221336.824983,graph,0.33313432335853577,0.0,0.33313432335853577,0.0,0.00019879411112063425,2.9315626878398593,45.98835062980652,1.0,1.0,1.0
2120,1753221337.2043858,node,24.063369750976562,0.0007463539950549603,0.0,24.062623977661133,0.00019879403909608468,2.635720664022758,46.36775350570679,1.0,1.0,1.0
2121,1753221337.560298,graph,0.2525271475315094,0.0,0.2525271475315094,0.0,0.00019879396647383912,2.8096816460834777,46.723665714263916,1.0,1.0,1.0
2122,1753221337.9145608,graph,0.22896318137645721,0.0,0.22896318137645721,0.0,0.0001987938932538979,2.822762984508906,47.07792854309082,1.0,1.0,1.0
2123,1753221338.2863128,graph,0.41783246397972107,0.0,0.41783246397972107,0.0,0.00019879381943626164,2.6899651817775445,47.44968056678772,1.0,1.0,1.0
2124,1753221338.5860686,node,2.644383430480957,0.0006400867714546621,0.0,2.6437432765960693,0.00019879374502093064,3.336048747004415,47.749436378479004,1.0,1.0,1.0
2125,1753221338.9436188,graph,0.2777792811393738,0.0,0.2777792811393738,0.0,0.00019879367000790542,2.796810506816815,48.10698652267456,1.0,1.0,1.0
2126,1753221339.3093393,graph,0.30323806405067444,0.0,0.30323806405067444,0.0,0.00019879359439718648,2.7343284594016857,48.47270703315735,1.0,1.0,1.0
2127,1753221339.6599848,graph,0.2566430866718292,0.0,0.2566430866718292,0.0,0.0001987935181887742,2.8518828269806367,48.823352575302124,1.0,1.0,1.0
2128,1753221340.008487,node,0.2515889108181,0.0006914266268722713,0.0,0.25089749693870544,0.00019879344138266914,2.8694226817100903,49.171854734420776,1.0,1.0,1.0
2129,1753221340.369889,graph,0.2854166626930237,0.0,0.2854166626930237,0.0,0.0001987933639788717,2.7670015766939566,49.5332567691803,1.0,1.0,1.0
2130,1753221340.7065043,graph,0.28045913577079773,0.0,0.28045913577079773,0.0,0.0001987932859773824,2.970750077733951,49.869872093200684,1.0,1.0,1.0
2131,1753221341.065584,graph,0.2852208614349365,0.0,0.2852208614349365,0.0,0.0001987932073782017,2.7848978380427716,50.22895169258118,1.0,1.0,1.0
2132,1753221341.3614821,node,1.4060087203979492,0.0006360421539284289,0.0,1.4053726196289062,0.0001987931281813301,3.379540676842155,50.5248498916626,1.0,1.0,1.0
2133,1753221341.6956358,graph,0.25346481800079346,0.0,0.25346481800079346,0.0,0.00019879304838676807,2.9926352545981496,50.85900354385376,1.0,1.0,1.0
2134,1753221342.0635188,graph,0.2908208966255188,0.0,0.2908208966255188,0.0,0.00019879296799451613,2.7182557761989043,51.226886510849,1.0,1.0,1.0
2135,1753221342.420109,graph,0.29276013374328613,0.0,0.29276013374328613,0.0,0.00019879288700457476,2.804338988852992,51.58347678184509,1.0,1.0,1.0
2136,1753221342.7287395,node,5.1599907875061035,0.0005180600564926863,0.0,5.159472942352295,0.00019879280541694445,3.240120819782308,51.892107248306274,1.0,1.0,1.0
2137,1753221343.1047554,graph,0.206957146525383,0.0,0.206957146525383,0.0,0.00019879272323162575,2.65946199572006,52.268123149871826,1.0,1.0,1.0
2138,1753221343.4727998,graph,0.2819276750087738,0.0,0.2819276750087738,0.0,0.0001987926404486191,2.717063659154364,52.63616752624512,1.0,1.0,1.0
2139,1753221343.8329191,graph,0.24988144636154175,0.0,0.24988144636154175,0.0,0.00019879255706792506,2.776857227978417,52.99628686904907,1.0,1.0,1.0
2140,1753221344.108284,node,4.992062091827393,0.0006117976154200733,0.0,4.991450309753418,0.00019879247308954412,3.631545225652055,53.27165174484253,1.0,1.0,1.0
2141,1753221344.4824464,graph,0.3327145278453827,0.0,0.3327145278453827,0.0,0.0001987923885134768,2.6726360132309472,53.645814180374146,1.0,1.0,1.0
2142,1753221344.8392704,graph,0.2870347499847412,0.0,0.2870347499847412,0.0,0.0001987923033397236,2.802502692719901,54.00263810157776,1.0,1.0,1.0
2143,1753221345.2190049,graph,0.3253093957901001,0.0,0.3253093957901001,0.0,0.0001987922175682851,2.63341876360093,54.38237261772156,1.0,1.0,1.0
2144,1753221345.5100992,node,1.2318772077560425,0.000798004970420152,0.0,1.2310792207717896,0.0001987921311991618,3.435312849628728,54.67346692085266,1.0,1.0,1.0
2145,1753221345.8697338,graph,0.22807414829730988,0.0,0.22807414829730988,0.0,0.00019879204423235423,2.7805997943539484,55.0331015586853,1.0,1.0,1.0
2146,1753221346.2421246,graph,0.26558229327201843,0.0,0.26558229327201843,0.0,0.0001987919566678629,2.6853513624257324,55.405492305755615,1.0,1.0,1.0
2147,1753221346.5967638,graph,0.2804175615310669,0.0,0.2804175615310669,0.0,0.0001987918685056884,2.819766515514651,55.76013159751892,1.0,1.0,1.0
2148,1753221346.8871174,node,2.329113721847534,0.0009008323540911078,0.0,2.3282129764556885,0.00019879177974583125,3.44407721596839,56.050485134124756,1.0,1.0,1.0
2149,1753221347.2530234,graph,0.21398991346359253,0.0,0.21398991346359253,0.0,0.00019879169038829203,2.732942339356795,56.416391134262085,1.0,1.0,1.0
2150,1753221347.5882008,graph,0.28942564129829407,0.0,0.28942564129829407,0.0,0.00019879160043307127,2.983494518564043,56.75156855583191,1.0,1.0,1.0
2151,1753221347.9243321,graph,0.42496365308761597,0.0,0.42496365308761597,0.0,0.00019879150988016947,2.975027609574724,57.08769989013672,1.0,1.0,1.0
2152,1753221348.2324798,node,0.3763081431388855,0.0005869804881513119,0.0,0.37572115659713745,0.00019879141872958725,3.24519735544096,57.39584755897522,1.0,1.0,1.0
2153,1753221348.5955744,graph,0.26807570457458496,0.0,0.26807570457458496,0.0,0.00019879132698132516,2.7541034414605012,57.75894212722778,1.0,1.0,1.0
2154,1753221348.9644988,graph,0.23022551834583282,0.0,0.23022551834583282,0.0,0.00019879123463538374,2.7105825908422037,58.12786650657654,1.0,1.0,1.0
2155,1753221349.37731,graph,0.26909139752388,0.0,0.26909139752388,0.0,0.0001987911416917636,2.4224144303984625,58.54067778587341,1.0,1.0,1.0
2156,1753221349.6657765,node,0.8581658005714417,0.0006814987282268703,0.0,0.8574842810630798,0.00019879104815046533,3.466607599205234,58.82914423942566,1.0,1.0,1.0
2157,1753221350.0128577,graph,0.32626861333847046,0.0,0.32626861333847046,0.0,0.00019879095401148945,2.8811702995815254,59.176225423812866,1.0,1.0,1.0
2158,1753221350.378908,graph,0.2729858458042145,0.0,0.2729858458042145,0.0,0.00019879085927483657,2.731865414902112,59.54227566719055,1.0,1.0,1.0
2159,1753221350.7421904,graph,0.3230438828468323,0.0,0.3230438828468323,0.0,0.0001987907639405073,2.7526791392364856,59.90555810928345,1.0,1.0,1.0
2160,1753221351.09201,node,0.2905685305595398,0.0007860131445340812,0.0,0.2897825241088867,0.00019879066800850215,2.8586157778156416,60.255377769470215,1.0,1.0,1.0
2161,1753221351.4418278,graph,0.305984228849411,0.0,0.305984228849411,0.0,0.00019879057147882177,2.858631364151244,60.60519552230835,1.0,1.0,1.0
2162,1753221351.8130136,graph,0.24555855989456177,0.0,0.24555855989456177,0.0,0.00019879047435146676,2.694068725246746,60.97638130187988,1.0,1.0,1.0
2163,1753221352.237411,graph,0.2268228977918625,0.0,0.2268228977918625,0.0,0.00019879037662643768,2.3562817266012455,61.40077877044678,1.0,1.0,1.0
2164,1753221352.680714,node,3.5123536586761475,0.00048516332753933966,0.0,3.511868476867676,0.00019879027830373519,2.255794104059113,61.84408164024353,1.0,1.0,1.0
2165,1753221353.1086648,graph,0.267063707113266,0.0,0.267063707113266,0.0,0.00019879017938335982,2.336716888881956,62.272032499313354,1.0,1.0,1.0
2166,1753221353.547043,graph,0.19674845039844513,0.0,0.19674845039844513,0.0,0.00019879007986531224,2.281134632662784,62.710410833358765,1.0,1.0,1.0
2167,1753221354.0075653,graph,0.2598293423652649,0.0,0.2598293423652649,0.0,0.00019878997974959303,2.1714480966260608,63.17093300819397,1.0,1.0,1.0
2168,1753221354.4504158,node,0.1846613734960556,0.0006679518264718354,0.0,0.18399342894554138,0.00019878987903620282,2.2580979299577377,63.61378359794617,1.0,1.0,1.0
2169,1753221354.882164,graph,0.30136746168136597,0.0,0.30136746168136597,0.0,0.00019878977772514229,2.3161650973585814,64.04553174972534,1.0,1.0,1.0
2170,1753221355.3420117,graph,0.269561767578125,0.0,0.269561767578125,0.0,0.00019878967581641194,2.174633089668338,64.50537943840027,1.0,1.0,1.0
