step,timestamp,phase,phase_count_node,phase_count_graph,avg_loss_last_10,best_loss_so_far,time_in_phase
22380,1753228841.02078,node,5096,15285,0.08818404749035835,0.0034883839543908834,0.0
22390,1753228844.874917,graph,5098,15293,0.06993113234639167,0.0034883839543908834,0.41964197158813477
22400,1753228848.5083296,node,5101,15300,0.26592291742563245,0.0034883839543908834,0.0
22410,1753228852.0808976,graph,5103,15308,0.07193194143474102,0.0034883839543908834,0.36791062355041504
22420,1753228855.4897058,node,5106,15315,0.6079041477292776,0.0034883839543908834,0.0
22430,1753228859.0708587,graph,5108,15323,0.07019861564040183,0.0034883839543908834,0.3430604934692383
22440,1753228862.5764577,node,5111,15330,0.5393967170268297,0.0034883839543908834,0.0
22450,1753228866.281296,graph,5113,15338,0.1000773448497057,0.0034883839543908834,0.4024546146392822
22460,1753228869.8235238,node,5116,15345,0.32221222333610056,0.0034883839543908834,0.0
22470,1753228873.4552457,graph,5118,15353,0.08553821295499801,0.0034883839543908834,0.3520843982696533
22480,1753228877.0495207,node,5121,15360,0.19017683789134027,0.0034883839543908834,0.0
22490,1753228880.6194668,graph,5123,15368,0.08672494739294052,0.0034883839543908834,0.36335182189941406
22500,1753228884.37764,node,5126,15375,0.5459334317594766,0.0034883839543908834,0.0
22510,1753228888.1384454,graph,5128,15383,0.22898567505180836,0.0034883839543908834,0.40329933166503906
22520,1753228891.9732635,node,5131,15390,0.8963339012116194,0.0034883839543908834,0.0
22530,1753228895.6694415,graph,5133,15398,0.17851708810776473,0.0034883839543908834,0.35948991775512695
22540,1753228899.2691655,node,5136,15405,0.04891881681978703,0.0034883839543908834,0.0
22550,1753228902.8792405,graph,5138,15413,0.7904725323431194,0.0034883839543908834,0.37395286560058594
22560,1753228906.5231004,node,5141,15420,0.1417758759111166,0.0034883839543908834,0.0
22570,1753228910.4083564,graph,5143,15428,0.3679077561944723,0.0034883839543908834,0.38794589042663574
22580,1753228914.0419888,node,5146,15435,0.3985388642176986,0.0034883839543908834,0.0
22590,1753228917.948333,graph,5148,15443,0.056344807520508765,0.0034883839543908834,0.37685489654541016
22600,1753228921.9906015,node,5151,15450,0.23181470856070518,0.0034883839543908834,0.0
22610,1753228925.8352547,graph,5153,15458,0.15354096703231335,0.0034883839543908834,0.3694038391113281
22620,1753228929.6023242,node,5156,15465,0.7016472022980451,0.0034883839543908834,0.0
22630,1753228933.3850658,graph,5158,15473,0.5048643194139004,0.0034883839543908834,0.40259766578674316
22640,1753228937.0501943,node,5161,15480,0.06613826109096407,0.0034883839543908834,0.0
22650,1753228940.8706906,graph,5163,15488,0.10357951130717993,0.0034883839543908834,0.38638830184936523
22660,1753228944.6731331,node,5166,15495,0.06450537936761976,0.0034883839543908834,0.0
22670,1753228948.4112694,graph,5168,15503,0.19227845780551434,0.0034883839543908834,0.3731837272644043
22680,1753228952.1920671,node,5171,15510,0.07498796582221985,0.0034883839543908834,0.0
22690,1753228956.0275874,graph,5173,15518,0.056838709861040115,0.0034883839543908834,0.3711514472961426
22700,1753228959.7457569,node,5176,15525,0.06526459408923983,0.0034883839543908834,0.0
22710,1753228963.6880555,graph,5178,15533,0.046000299789011476,0.0034883839543908834,0.3484506607055664
22720,1753228967.2806492,node,5181,15540,0.052985897101461885,0.0034883839543908834,0.0
22730,1753228970.8132155,graph,5183,15548,0.15148236304521562,0.0034883839543908834,0.38176512718200684
22740,1753228974.3225467,node,5186,15555,0.5562786057591438,0.0034883839543908834,0.0
22750,1753228977.9327807,graph,5188,15563,0.05569566795602441,0.0034883839543908834,0.34266185760498047
22760,1753228981.3706856,node,5191,15570,0.16823280211538078,0.0034883839543908834,0.0
22770,1753228985.0177908,graph,5193,15578,0.3762063875794411,0.0034883839543908834,0.36789536476135254
22780,1753228988.5426085,node,5196,15585,0.494833742454648,0.0034883839543908834,0.0
22790,1753228992.2575214,graph,5198,15593,0.568960027769208,0.0034883839543908834,0.37654781341552734
22800,1753228995.8935554,node,5201,15600,0.12898014597594737,0.0034883839543908834,0.0
22810,1753228999.5833452,graph,5203,15608,0.17785377576947212,0.0034883839543908834,0.3429877758026123
22820,1753229003.1193593,node,5206,15615,0.33558301664888857,0.0034883839543908834,0.0
22830,1753229006.7044556,graph,5208,15623,0.26567572727799416,0.0034883839543908834,0.37396883964538574
22840,1753229010.262399,node,5211,15630,0.06344649400562048,0.0034883839543908834,0.0
22850,1753229013.7491484,graph,5213,15638,0.18529771622270347,0.0034883839543908834,0.33687758445739746
22860,1753229017.3379734,node,5216,15645,0.1773669113405049,0.0034883839543908834,0.0
22870,1753229020.9881086,graph,5218,15653,0.13968856185674666,0.0034883839543908834,0.36278700828552246
22880,1753229024.5911028,node,5221,15660,0.07925854362547398,0.0034883839543908834,0.0
22890,1753229028.377727,graph,5223,15668,0.22927771881222725,0.0034883839543908834,0.3885335922241211
22900,1753229032.2249355,node,5226,15675,3.6789663802832364,0.0034883839543908834,0.0
22910,1753229035.963425,graph,5228,15683,0.06175117716193199,0.0034883839543908834,0.37494659423828125
22920,1753229039.7380352,node,5231,15690,0.14584472505375742,0.0034883839543908834,0.0
22930,1753229043.51304,graph,5233,15698,0.5063659474253654,0.0034883839543908834,0.3712747097015381
22940,1753229047.3033924,node,5236,15705,0.18942689108662308,0.0034883839543908834,0.0
22950,1753229051.0885599,graph,5238,15713,0.049764624983072284,0.0034883839543908834,0.37197041511535645
22960,1753229054.9093606,node,5241,15720,0.1400686962530017,0.0034883839543908834,0.0
22970,1753229058.6172404,graph,5243,15728,0.06923578605055809,0.0034883839543908834,0.4126920700073242
22980,1753229062.3706343,node,5246,15735,0.5662349529564381,0.0034883839543908834,0.0
22990,1753229066.1558673,graph,5248,15743,0.19956005327403545,0.0034883839543908834,0.40850186347961426
23000,1753229069.9060528,node,5251,15750,0.04255434954538941,0.0034883839543908834,0.0
23010,1753229073.7448301,graph,5253,15758,0.48579307086765766,0.0034883839543908834,0.38806939125061035
23020,1753229077.4386716,node,5256,15765,0.16930931620299816,0.0034883839543908834,0.0
23030,1753229081.2443278,graph,5258,15773,0.061285112798213956,0.0034883839543908834,0.3823404312133789
23040,1753229085.0036283,node,5261,15780,0.17845532707870007,0.0034883839543908834,0.0
23050,1753229088.6512222,graph,5263,15788,0.16352323926985263,0.0034883839543908834,0.3962981700897217
23060,1753229092.1604457,node,5266,15795,0.24804259315133095,0.0034883839543908834,0.0
23070,1753229095.661924,graph,5268,15803,0.4824804775416851,0.0034883839543908834,0.3377261161804199
23080,1753229099.158999,node,5271,15810,0.18423982635140418,0.0034883839543908834,0.0
23090,1753229102.7299194,graph,5273,15818,0.06143936472944915,0.0034883839543908834,0.35547947883605957
23100,1753229106.2849119,node,5276,15825,0.7533323057927191,0.0034883839543908834,0.0
23110,1753229109.9355285,graph,5278,15833,0.4735780131071806,0.0034883839543908834,0.3796675205230713
23120,1753229113.5593634,node,5281,15840,0.061158335953950885,0.0034883839543908834,0.0
23130,1753229117.2280624,graph,5283,15848,0.15352387130260467,0.0034883839543908834,0.3645045757293701
23140,1753229120.7862706,node,5286,15855,0.14611166939139367,0.0034883839543908834,0.0
23150,1753229124.4145656,graph,5288,15863,0.5177443331107497,0.0034883839543908834,0.35478711128234863
23160,1753229127.9579873,node,5291,15870,0.11689160889945924,0.0034883839543908834,0.0
23170,1753229131.5027602,graph,5293,15878,0.5446832563728095,0.0034883839543908834,0.3688380718231201
23180,1753229134.9602194,node,5296,15885,0.1158033411949873,0.0034883839543908834,0.0
23190,1753229138.5895202,graph,5298,15893,0.1302820721641183,0.0034883839543908834,0.3593316078186035
23200,1753229142.2211862,node,5301,15900,0.10844693370163441,0.0034883839543908834,0.0
23210,1753229145.78394,graph,5303,15908,0.06829886920750142,0.0034883839543908834,0.35950136184692383
23220,1753229149.5418415,node,5306,15915,0.5570428021252155,0.0034883839543908834,0.0
23230,1753229153.324883,graph,5308,15923,0.055379779217764734,0.0034883839543908834,0.3969595432281494
23240,1753229157.0711737,node,5311,15930,0.17909028753638268,0.0034883839543908834,0.0
23250,1753229160.8912008,graph,5313,15938,0.5500798027962446,0.0034883839543908834,0.3727548122406006
23260,1753229164.5785916,node,5316,15945,0.19737884700298308,0.0034883839543908834,0.0
23270,1753229168.2297153,graph,5318,15953,0.051547198183834554,0.0034883839543908834,0.37351346015930176
23280,1753229171.8146,node,5321,15960,0.055914418585598466,0.0034883839543908834,0.0
23290,1753229175.479827,graph,5323,15968,0.1479855701327324,0.0034883839543908834,0.3665752410888672
23300,1753229179.0897758,node,5326,15975,0.06350819431245328,0.0034883839543908834,0.0
23310,1753229182.670459,graph,5328,15983,0.1420964777469635,0.0034883839543908834,0.35800933837890625
23320,1753229186.1858506,node,5331,15990,0.06477486407384277,0.0034883839543908834,0.0
23330,1753229189.8678615,graph,5333,15998,0.7089195197448135,0.0034883839543908834,0.3766615390777588
23340,1753229193.5574765,node,5336,16005,1.1983214041218162,0.0034883839543908834,0.0
23350,1753229197.1479053,graph,5338,16013,0.054021548852324484,0.0034883839543908834,0.3727836608886719
23360,1753229200.7240555,node,5341,16020,0.08147146031260491,0.0034883839543908834,0.0
23370,1753229204.4757578,graph,5343,16028,0.051856006029993296,0.0034883839543908834,0.36261820793151855
23380,1753229208.3004632,node,5346,16035,0.9242426856420934,0.0034883839543908834,0.0
23390,1753229212.0025487,graph,5348,16043,0.6105502212420106,0.0034883839543908834,0.36199331283569336
23400,1753229215.6057532,node,5351,16050,0.08837602138519288,0.0034883839543908834,0.0
23410,1753229219.2768307,graph,5353,16058,0.08554650284349918,0.0034883839543908834,0.3903622627258301
23420,1753229223.0605812,node,5356,16065,0.10236224634572863,0.0034883839543908834,0.0
23430,1753229226.9450822,graph,5358,16073,0.06370904706418515,0.0034883839543908834,0.4054436683654785
23440,1753229230.8036506,node,5361,16080,0.0682764982804656,0.0034883839543908834,0.0
23450,1753229234.6578126,graph,5363,16088,0.04782581916078925,0.0034883839543908834,0.38557887077331543
23460,1753229238.6108115,node,5366,16095,0.6560650727711618,0.0034883839543908834,0.0
23470,1753229242.5035932,graph,5368,16103,0.06652023885399103,0.0034883839543908834,0.36630845069885254
23480,1753229246.2808743,node,5371,16110,0.23044306747615337,0.0034883839543908834,0.0
23490,1753229250.1583931,graph,5373,16118,0.12479091761633754,0.0034883839543908834,0.39771032333374023
23500,1753229253.9544103,node,5376,16125,0.6822307094931602,0.0034883839543908834,0.0
23510,1753229257.8394105,graph,5378,16133,0.19893037788569928,0.0034883839543908834,0.392625093460083
23520,1753229261.6590724,node,5381,16140,0.051599394716322425,0.0034883839543908834,0.0
23530,1753229265.4771473,graph,5383,16148,0.3033500347286463,0.0034883839543908834,0.3852417469024658
23540,1753229269.0079472,node,5386,16155,0.29466330260038376,0.0034883839543908834,0.0
23550,1753229272.5736568,graph,5388,16163,0.2621819578111172,0.0034883839543908834,0.35418105125427246
23560,1753229276.175598,node,5391,16170,0.11388111263513565,0.0034883839543908834,0.0
23570,1753229279.6914175,graph,5393,16178,0.047390860691666606,0.0034883839543908834,0.38071393966674805
23580,1753229283.252028,node,5396,16185,0.25894683357328174,0.0034883839543908834,0.0
23590,1753229286.8740892,graph,5398,16193,0.2005882306024432,0.0034883839543908834,0.3560678958892822
23600,1753229290.5644672,node,5401,16200,0.27560639940202236,0.0034883839543908834,0.0
23610,1753229294.2268684,graph,5403,16208,0.04763726983219385,0.0034883839543908834,0.3713710308074951
23620,1753229297.782893,node,5406,16215,1.19423668817617,0.0034883839543908834,0.0
23630,1753229301.385489,graph,5408,16223,0.10143364295363426,0.0034883839543908834,0.40467333793640137
23640,1753229304.8972864,node,5411,16230,0.1963059892412275,0.0034883839543908834,0.0
23650,1753229308.4156017,graph,5413,16238,0.27711784318089483,0.0034883839543908834,0.3538076877593994
23660,1753229311.9987066,node,5416,16245,0.0778703086078167,0.0034883839543908834,0.0
23670,1753229315.7333786,graph,5418,16253,0.03874426726251841,0.0034883839543908834,0.3772094249725342
23680,1753229319.3762593,node,5421,16260,0.4234431806951761,0.0034883839543908834,0.0
23690,1753229323.0121708,graph,5423,16268,0.06337539842352272,0.0034883839543908834,0.3750452995300293
23700,1753229326.6795566,node,5426,16275,0.10277999974787236,0.0034883839543908834,0.0
23710,1753229330.486951,graph,5428,16283,0.04823795976117253,0.0034883839543908834,0.42270326614379883
23720,1753229334.286191,node,5431,16290,0.046423271484673026,0.0034883839543908834,0.0
23730,1753229338.114972,graph,5433,16298,0.05644111037254333,0.0034883839543908834,0.37578296661376953
23740,1753229341.8518472,node,5436,16305,0.8277014583349228,0.0034883839543908834,0.0
23750,1753229345.7763572,graph,5438,16313,0.15787369050085545,0.0034883839543908834,0.3635220527648926
23760,1753229349.6492786,node,5441,16320,0.4528839346021414,0.0034883839543908834,0.0
23770,1753229353.53084,graph,5443,16328,0.10735312886536122,0.0034883839543908834,0.39926886558532715
23780,1753229357.3339202,node,5446,16335,0.1477667737752199,0.0034883839543908834,0.0
23790,1753229361.2339835,graph,5448,16343,0.055427563935518266,0.0034883839543908834,0.4130222797393799
23800,1753229365.044245,node,5451,16350,0.15253233471885325,0.0034883839543908834,0.0
23810,1753229369.1860955,graph,5453,16358,0.08123008906841278,0.0034883839543908834,0.40398669242858887
23820,1753229372.9269154,node,5456,16365,0.055941039323806764,0.0034883839543908834,0.0
23830,1753229376.7046955,graph,5458,16373,0.13016239367425442,0.0034883839543908834,0.34834718704223633
23840,1753229380.2901802,node,5461,16380,0.0474782875739038,0.0034883839543908834,0.0
23850,1753229383.9415534,graph,5463,16388,0.051842355914413926,0.0034883839543908834,0.37392663955688477
23860,1753229387.4782987,node,5466,16395,1.0433065742254257,0.0034883839543908834,0.0
23870,1753229391.1496336,graph,5468,16403,0.12857926376163958,0.0034883839543908834,0.37604665756225586
23880,1753229394.717419,node,5471,16410,0.18006030786782504,0.0034883839543908834,0.0
23890,1753229398.429263,graph,5473,16418,0.08207704350352288,0.0034883839543908834,0.35564541816711426
23900,1753229402.0137708,node,5476,16425,0.5501635459251701,0.0034883839543908834,0.0
23910,1753229405.6467476,graph,5478,16433,0.05653262105770409,0.0034883839543908834,0.35720372200012207
23920,1753229409.1658056,node,5481,16440,0.22128766253590584,0.0034883839543908834,0.0
23930,1753229412.7952683,graph,5483,16448,0.07199619994498789,0.0034883839543908834,0.40364718437194824
23940,1753229416.2200468,node,5486,16455,0.045952148362994195,0.0034883839543908834,0.0
23950,1753229419.826981,graph,5488,16463,0.05510473884642124,0.0034883839543908834,0.33238744735717773
23960,1753229423.3862753,node,5491,16470,0.22443877458572387,0.0034883839543908834,0.0
23970,1753229427.271095,graph,5493,16478,0.04901302065700293,0.0034883839543908834,0.38857507705688477
23980,1753229430.912579,node,5496,16485,0.13145297281444074,0.0034883839543908834,0.0
23990,1753229434.5769408,graph,5498,16493,0.4743912979960442,0.0034883839543908834,0.4253706932067871
24000,1753229438.417187,node,5501,16500,0.18760542795062066,0.0034883839543908834,0.0
24010,1753229442.5235133,graph,5503,16508,0.07481818050146102,0.0034883839543908834,0.3731563091278076
24020,1753229446.487164,node,5506,16515,0.0696114145219326,0.0034883839543908834,0.0
24030,1753229450.096338,graph,5508,16523,0.08362596370279789,0.0034883839543908834,0.35927724838256836
24040,1753229453.63633,node,5511,16530,0.061364348791539666,0.0034883839543908834,0.0
24050,1753229457.0450969,graph,5513,16538,0.13940481320023537,0.0034883839543908834,0.37781834602355957
24060,1753229460.627727,node,5516,16545,0.16289289062842727,0.0034883839543908834,0.0
24070,1753229464.224886,graph,5518,16553,0.15154929384589194,0.0034883839543908834,0.3556506633758545
24080,1753229467.8727524,node,5521,16560,0.7438900552690029,0.0034883839543908834,0.0
24090,1753229471.306122,graph,5523,16568,0.22989233285188676,0.0034883839543908834,0.3535470962524414
24100,1753229474.7977626,node,5526,16575,13.91214757412672,0.0034883839543908834,0.0
24110,1753229478.4611764,graph,5528,16583,0.09802982471883297,0.0034883839543908834,0.365877628326416
24120,1753229482.1023433,node,5531,16590,0.04399402216076851,0.0034883839543908834,0.0
24130,1753229485.9414022,graph,5533,16598,0.18530250266194342,0.0034883839543908834,0.37687110900878906
24140,1753229489.8455489,node,5536,16605,0.24549558833241464,0.0034883839543908834,0.0
24150,1753229493.5207577,graph,5538,16613,0.2105503764003515,0.0034883839543908834,0.41283583641052246
24160,1753229496.9887147,node,5541,16620,0.11043307781219483,0.0034883839543908834,0.0
24170,1753229500.495795,graph,5543,16628,0.16520891562104226,0.0034883839543908834,0.36357617378234863
24180,1753229504.111068,node,5546,16635,0.14538633553311228,0.0034883839543908834,0.0
24190,1753229507.6702452,graph,5548,16643,0.1421671487390995,0.0034883839543908834,0.3981466293334961
24200,1753229511.1428273,node,5551,16650,0.41341375224292276,0.0034883839543908834,0.0
24210,1753229514.7204576,graph,5553,16658,0.07844002172350883,0.0034883839543908834,0.37270307540893555
24220,1753229518.203473,node,5556,16665,0.5987545412033797,0.0034883839543908834,0.0
24230,1753229521.855423,graph,5558,16673,0.5658139020204545,0.0034883839543908834,0.35787057876586914
24240,1753229525.3834047,node,5561,16680,0.18813372440636159,0.0034883839543908834,0.0
24250,1753229528.9104276,graph,5563,16688,0.0654092151671648,0.0034883839543908834,0.39360499382019043
24260,1753229532.567896,node,5566,16695,0.05936009082943201,0.0034883839543908834,0.0
24270,1753229536.3950748,graph,5568,16703,0.15683520566672088,0.0034883839543908834,0.3512105941772461
24280,1753229540.0254364,node,5571,16710,0.13811417408287524,0.0034883839543908834,0.0
24290,1753229543.7933736,graph,5573,16718,0.2942957356572151,0.0034883839543908834,0.38729310035705566
24300,1753229547.5089548,node,5576,16725,0.08381314612925053,0.0034883839543908834,0.0
24310,1753229551.1663754,graph,5578,16733,18.88152555418201,0.0034883839543908834,0.35896992683410645
24320,1753229554.7058392,node,5581,16740,8.005236068181693,0.0034883839543908834,0.0
24330,1753229558.4731376,graph,5583,16748,0.06197517216205597,0.0034883839543908834,0.3416249752044678
24340,1753229562.1676414,node,5586,16755,0.4694640837609768,0.0034883839543908834,0.0
24350,1753229565.76236,graph,5588,16763,0.06574065163731575,0.0034883839543908834,0.37437939643859863
24360,1753229569.24332,node,5591,16770,0.2506412437185645,0.0034883839543908834,0.0
24370,1753229572.7824166,graph,5593,16778,0.29660499524325135,0.0034883839543908834,0.34792375564575195
24380,1753229576.306632,node,5596,16785,0.051536096911877396,0.0034883839543908834,0.0
24390,1753229579.8914096,graph,5598,16793,3.2444488894194365,0.0034883839543908834,0.34106993675231934
24400,1753229583.5243819,node,5601,16800,0.16935597434639932,0.0034883839543908834,0.0
24410,1753229587.095702,graph,5603,16808,0.10631056874990463,0.0034883839543908834,0.3521757125854492
24420,1753229590.6780534,node,5606,16815,0.04650268545374274,0.0034883839543908834,0.0
24430,1753229594.1742659,graph,5608,16823,0.12107971739023923,0.0034883839543908834,0.35400962829589844
24440,1753229597.72932,node,5611,16830,0.43142041079699994,0.0034883839543908834,0.0
24450,1753229601.3462856,graph,5613,16838,0.06225078590214252,0.0034883839543908834,0.34610438346862793
24460,1753229604.9551327,node,5616,16845,0.14019866725429891,0.0034883839543908834,0.0
24470,1753229608.5613863,graph,5618,16853,0.1913449216634035,0.0034883839543908834,0.35761404037475586
24480,1753229612.0448365,node,5621,16860,0.17376546356827022,0.0034883839543908834,0.0
24490,1753229615.6023302,graph,5623,16868,0.049672733247280124,0.0034883839543908834,0.3499410152435303
24500,1753229619.084155,node,5626,16875,0.34663055650889874,0.0034883839543908834,0.0
24510,1753229622.681665,graph,5628,16883,0.17333230637013913,0.0034883839543908834,0.38492512702941895
24520,1753229626.2299929,node,5631,16890,0.07563439309597016,0.0034883839543908834,0.0
24530,1753229629.740941,graph,5633,16898,0.5033808402717114,0.0034883839543908834,0.33223485946655273
24540,1753229633.3040729,node,5636,16905,0.061508432310074565,0.0034883839543908834,0.0
24550,1753229636.865659,graph,5638,16913,0.05030591432005167,0.0034883839543908834,0.38159942626953125
24560,1753229640.5066292,node,5641,16920,0.35618994757533073,0.0034883839543908834,0.0
24570,1753229644.2733166,graph,5643,16928,0.22404923401772975,0.0034883839543908834,0.40628838539123535
24580,1753229647.949163,node,5646,16935,0.42453049644827845,0.0034883839543908834,0.0
24590,1753229651.600678,graph,5648,16943,0.2165799755603075,0.0034883839543908834,0.3413231372833252
24600,1753229655.0045068,node,5651,16950,0.17913836799561977,0.0034883839543908834,0.0
24610,1753229658.60257,graph,5653,16958,0.21235600337386132,0.0034883839543908834,0.3621485233306885
24620,1753229662.120175,node,5656,16965,0.7723605761304497,0.0034883839543908834,0.0
24630,1753229665.733525,graph,5658,16973,0.05669948058202863,0.0034883839543908834,0.38333725929260254
24640,1753229669.4646142,node,5661,16980,0.5848620117176324,0.0034883839543908834,0.0
24650,1753229673.1950047,graph,5663,16988,0.14705295749008657,0.0034883839543908834,0.34601879119873047
24660,1753229676.8213496,node,5666,16995,0.3735200924798846,0.0034883839543908834,0.0
24670,1753229680.5667696,graph,5668,17003,0.15686637982726098,0.0034883839543908834,0.4150815010070801
24680,1753229684.2737355,node,5671,17010,0.17608114741742611,0.0034883839543908834,0.0
24690,1753229687.7657027,graph,5673,17018,2.0937978427857162,0.0034883839543908834,0.37663984298706055
24700,1753229691.2510746,node,5676,17025,0.46452711010351777,0.0034883839543908834,0.0
24710,1753229694.8959422,graph,5678,17033,0.11483422070741653,0.0034883839543908834,0.3435342311859131
24720,1753229698.41944,node,5681,17040,0.062176972348243,0.0034883839543908834,0.0
24730,1753229702.0629737,graph,5683,17048,0.07172276489436627,0.0034883839543908834,0.3771646022796631
24740,1753229705.5347178,node,5686,17055,0.04967823382467031,0.0034883839543908834,0.0
24750,1753229709.2788498,graph,5688,17063,0.2297372154891491,0.0034883839543908834,0.37687253952026367
24760,1753229713.0640237,node,5691,17070,0.08690824806690216,0.0034883839543908834,0.0
24770,1753229716.8115408,graph,5693,17078,1.9509690445382148,0.0034883839543908834,0.3583054542541504
24780,1753229720.5774615,node,5696,17085,0.25281292125582694,0.0034883839543908834,0.0
24790,1753229724.348265,graph,5698,17093,0.05294548291712999,0.0034883839543908834,0.3857913017272949
24800,1753229728.1601791,node,5701,17100,0.8858447739854455,0.0034883839543908834,0.0
24810,1753229731.9459066,graph,5703,17108,0.22850366048514842,0.0034883839543908834,0.41104698181152344
24820,1753229735.6022208,node,5706,17115,0.3253032620996237,0.0034883839543908834,0.0
24830,1753229739.259075,graph,5708,17123,0.06492179557681084,0.0034883839543908834,0.3548417091369629
24840,1753229743.149362,node,5711,17130,0.48545445799827575,0.0034883839543908834,0.0
24850,1753229746.971575,graph,5713,17138,0.07008475512266159,0.0034883839543908834,0.37191247940063477
24860,1753229750.6263318,node,5716,17145,0.08268279014155269,0.0034883839543908834,0.0
24870,1753229754.439622,graph,5718,17153,0.046662314841523764,0.0034883839543908834,0.4035773277282715
24880,1753229758.0391254,node,5721,17160,0.27118268683552743,0.0034883839543908834,0.0
24890,1753229761.7307453,graph,5723,17168,0.2523770801723003,0.0034883839543908834,0.3892343044281006
24900,1753229765.5473878,node,5726,17175,0.20147823356091976,0.0034883839543908834,0.0
24910,1753229769.245329,graph,5728,17183,0.05490875048562884,0.0034883839543908834,0.3485121726989746
24920,1753229772.9138231,node,5731,17190,0.272105472907424,0.0034883839543908834,0.0
24930,1753229776.6951842,graph,5733,17198,0.6625674441456795,0.0034883839543908834,0.3633430004119873
24940,1753229780.2509336,node,5736,17205,0.11316044311970472,0.0034883839543908834,0.0
24950,1753229784.1221817,graph,5738,17213,0.30888693779706955,0.0034883839543908834,0.4038820266723633
24960,1753229787.9109974,node,5741,17220,0.38068905705586076,0.0034883839543908834,0.0
24970,1753229791.4601142,graph,5743,17228,0.30295817237347367,0.0034883839543908834,0.37883687019348145
24980,1753229795.1272635,node,5746,17235,0.09969161041080951,0.0034883839543908834,0.0
24990,1753229798.9232879,graph,5748,17243,0.11141105741262436,0.0034883839543908834,0.3943359851837158
25000,1753229802.4138596,node,5751,17250,0.8890336962416768,0.0034883839543908834,0.0
25010,1753229806.1094043,graph,5753,17258,1.4288083415478467,0.0034883839543908834,0.3666961193084717
25020,1753229809.8317559,node,5756,17265,0.13915126360952854,0.0034883839543908834,0.0
25030,1753229813.4209607,graph,5758,17273,0.18923051059246063,0.0034883839543908834,0.3741295337677002
25040,1753229817.075639,node,5761,17280,0.1362198680639267,0.0034883839543908834,0.0
25050,1753229820.8714457,graph,5763,17288,0.134744006767869,0.0034883839543908834,0.39291834831237793
25060,1753229824.5269718,node,5766,17295,0.2124535383656621,0.0034883839543908834,0.0
25070,1753229828.3377469,graph,5768,17303,0.18798335269093513,0.0034883839543908834,0.41112518310546875
25080,1753229831.9507344,node,5771,17310,0.0543228555470705,0.0034883839543908834,0.0
25090,1753229835.7433088,graph,5773,17318,0.058354154229164124,0.0034883839543908834,0.3925454616546631
25100,1753229839.4764364,node,5776,17325,0.0460358215495944,0.0034883839543908834,0.0
25110,1753229843.171265,graph,5778,17333,0.14378996677696704,0.0034883839543908834,0.37102413177490234
25120,1753229846.996394,node,5781,17340,0.41004464998841283,0.0034883839543908834,0.0
25130,1753229850.7208033,graph,5783,17348,0.05391921568661928,0.0034883839543908834,0.3943910598754883
25140,1753229854.601923,node,5786,17355,0.5018775516189635,0.0034883839543908834,0.0
25150,1753229858.2583346,graph,5788,17363,0.05536741875112057,0.0034883839543908834,0.3551936149597168
25160,1753229861.9577646,node,5791,17370,0.0630980335175991,0.0034883839543908834,0.0
25170,1753229865.7900488,graph,5793,17378,0.20814140774309636,0.0034883839543908834,0.3583371639251709
25180,1753229869.432809,node,5796,17385,0.16619580537080764,0.0034883839543908834,0.0
25190,1753229873.3051417,graph,5798,17393,0.05705363266170025,0.0034883839543908834,0.3918931484222412
25200,1753229876.8335438,node,5801,17400,0.05445444136857987,0.0034883839543908834,0.0
25210,1753229880.658845,graph,5803,17408,0.19407980777323247,0.0034883839543908834,0.41538214683532715
25220,1753229884.5026178,node,5806,17415,0.14767090044915676,0.0034883839543908834,0.0
25230,1753229888.2778947,graph,5808,17423,0.18374429903924466,0.0034883839543908834,0.3907437324523926
25240,1753229892.0664306,node,5811,17430,1.391297697648406,0.0034883839543908834,0.0
25250,1753229895.6911101,graph,5813,17438,0.09468489475548267,0.0034883839543908834,0.36173343658447266
25260,1753229899.4495552,node,5816,17445,0.15042186621576548,0.0034883839543908834,0.0
25270,1753229903.104689,graph,5818,17453,0.058275374304503205,0.0034883839543908834,0.40633344650268555
25280,1753229906.7562742,node,5821,17460,0.05201636734418571,0.0034883839543908834,0.0
25290,1753229910.5713892,graph,5823,17468,0.16346075609326363,0.0034883839543908834,0.36963796615600586
25300,1753229914.2482417,node,5826,17475,0.051371194049716,0.0034883839543908834,0.0
25310,1753229918.004309,graph,5828,17483,0.11239653714001178,0.0034883839543908834,0.3638145923614502
25320,1753229921.7522283,node,5831,17490,0.058894875645637515,0.0034883839543908834,0.0
25330,1753229925.4074492,graph,5833,17498,0.04576143529266119,0.0034883839543908834,0.3786585330963135
25340,1753229929.0570626,node,5836,17505,1.635105173289776,0.0034883839543908834,0.0
25350,1753229932.784661,graph,5838,17513,0.057450665067881344,0.0034883839543908834,0.38889145851135254
25360,1753229936.3901296,node,5841,17520,0.2011057050898671,0.0034883839543908834,0.0
25370,1753229940.172631,graph,5843,17528,0.5027114300057292,0.0034883839543908834,0.38341760635375977
25380,1753229943.952757,node,5846,17535,0.38946797251701354,0.0034883839543908834,0.0
25390,1753229947.6583219,graph,5848,17543,0.07174374852329493,0.0034883839543908834,0.37334609031677246
25400,1753229951.494057,node,5851,17550,0.3865624699741602,0.0034883839543908834,0.0
25410,1753229955.1975212,graph,5853,17558,0.3793253265321255,0.0034883839543908834,0.36339735984802246
25420,1753229958.8032298,node,5856,17565,0.25346635840833187,0.0034883839543908834,0.0
