step,timestamp,phase,phase_count_node,phase_count_graph,avg_loss_last_10,best_loss_so_far,time_in_phase,curriculum_phase
0,1753488891.9206996,node,1,0,0.5214858651161194,0.5214858651161194,0.0,1
