step,timestamp,phase,total_loss,node_loss,graph_loss,energy_loss,physics_loss,learning_rate,steps_per_sec,elapsed_time,weight_node,weight_graph,weight_energy,weight_physics
0,1753488891.9206996,node,0.5214858651161194,0.003325375961139798,0.0,5.211533069610596,0.0,0.00019522801033877748,0.0,1.3823442459106445,1.0,1.0,1.0,1.0
1,1753488892.3810403,graph,134.6596221923828,0.0,1.7073227167129517,0.0,67.24444580078125,0.00018137915695155737,2.1723039409905383,1.8426849842071533,0.1,0.1,0.1,2.0
2,1753488892.4837127,graph,345.8885498046875,0.0,1.9792420864105225,0.0,172.84530639648438,0.00015980906209851612,9.739721669426132,1.945357322692871,0.1,0.1,0.1,2.0
3,1753488892.604793,graph,150.0486297607422,0.0,1.5409015417099,0.0,74.94727325439453,0.00013262915695155738,8.258975126415779,2.0664377212524414,0.1,0.1,0.1,2.0
4,1753488892.720221,node,0.1838228404521942,0.004047793801873922,0.0,1.8341805934906006,0.0,0.0001025,8.66341140992275,2.181865692138672,1.0,1.0,1.0,1.0
5,1753488892.816642,graph,404.716064453125,0.0,1.3917196989059448,0.0,202.2884521484375,7.237084304844263e-05,10.371184340992881,2.2782866954803467,0.1,0.1,0.1,2.0
6,1753488898.409434,graph,148.70387268066406,0.0,0.590339720249176,0.0,74.32241821289062,4.519093790148388e-05,0.17880157064558716,7.871078729629517,0.1,0.1,0.1,2.0
7,1753488898.5293186,graph,149.98434448242188,0.0,1.0295748710632324,0.0,74.9406967163086,2.3620843048442634e-05,8.341362522671588,7.9909632205963135,0.1,0.1,0.1,2.0
8,1753488898.6330678,node,0.37110888957977295,0.003957132343202829,0.0,3.7071316242218018,0.0,9.771989661222532e-06,9.638621551811305,8.094712495803833,1.0,1.0,1.0,1.0
9,1753488898.7409053,graph,69.14817810058594,0.0,1.7878998517990112,0.0,34.48469543457031,5e-06,9.273217290179371,8.202549934387207,0.1,0.1,0.1,2.0
