CASRN,Preferred_Name,SMILES,Molecular_Formula,Average_Mass,F_Count,F_Percentage,C_Count,CF_Bonds,Chain_Length,MW_RDKit,Rotatable_Bonds,H_Acceptors,H_Donors,Ring_Count,Aromatic_Rings,Chain_Category,Is_Aromatic,Has_Rings,Is_Cyclic,Is_Branched,PFAS_Type,Treatment_Process,Test_Scale,Matrix,Treatment_Temp_C,Treatment_Time_Minutes,Effectiveness_Percent_Numeric,Treatment_Success,Temperature_Category,Time_Category,Initial_Concentration_Numeric,Post_Concentration_Numeric
1135682-88-0,Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid,OS(=O)(=O)C1(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C8HF15O3S,462.13,15,55.55555555555556,8,15,8,462.12999999999994,2.0,2.0,1.0,1.0,0.0,Long-chain,False,True,True,True,Long-chain Cyclic Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Other,350.0,180.0,100.0,True,Medium,Medium,28.7,0.0
1135682-88-0,Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid,OS(=O)(=O)C1(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C8HF15O3S,462.13,15,55.55555555555556,8,15,8,462.12999999999994,2.0,2.0,1.0,1.0,0.0,Long-chain,False,True,True,True,Long-chain Cyclic Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Other,350.0,180.0,100.0,True,Medium,Medium,28.7,0.0
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,700.0,,,False,High,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,500.0,,,False,High,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,300.0,,,False,Medium,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,700.0,,,False,High,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,700.0,,,False,High,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,500.0,,,False,High,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,500.0,,,False,High,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,300.0,,,False,Medium,,50.0,
865-86-1,Fluorotelomer alcohol 10:2,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O,564.137,21,61.76470588235294,12,21,12,564.1290000000001,10.0,1.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Indirect Thermal Desorption,Lab,Other,300.0,,,False,Medium,,50.0,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,875.0,0.055,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,930.0,0.06,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1050.0,0.07,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1080.0,0.0833333333333333,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1300.0,0.0833333333333333,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1235.0,0.105,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1235.0,0.105,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1200.0,0.1166666666666666,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1200.0,0.1166666666666666,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,900.0,0.055,,False,High,Short,,
75-73-0,Carbon tetrafluoride,FC(F)(F)F,CF4,88.005,4,80.0,1,4,1,88.00300000000001,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,850.0,0.05,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,825.0,0.05,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,930.0,0.06,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,900.0,0.06,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1050.0,0.07,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,950.0,0.07,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1080.0,0.0833333333333333,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1300.0,0.0833333333333333,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1100.0,0.0833333333333333,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,831.0,0.05,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,925.0,0.06,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,963.0,0.07,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,1090.0,0.0833333333333333,,False,High,Short,,
76-16-4,Perfluoroethane,FC(F)(F)C(F)(F)F,C2F6,138.012,6,75.0,2,6,2,138.01000000000002,0.0,0.0,0.0,0.0,0.0,Short-chain,False,False,False,True,Short-chain Branched Highly-fluorinated,Incineration,Pilot,Other,2071.0,0.1233333333333333,,False,High,Short,,
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,700.0,,100.0,True,High,,5.3,0.0
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,700.0,,100.0,True,High,,3.2,0.0
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,700.0,,100.0,True,High,,2.9,0.0
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,500.0,,100.0,True,High,,5.3,0.0
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,500.0,,100.0,True,High,,3.2,0.0
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,500.0,,100.0,True,High,,2.9,0.0
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Infrared Heating,Pilot,Soil,350.0,11520.0,,False,Medium,Extended,60.0,
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Infrared Heating,Pilot,Soil,350.0,11520.0,,False,Medium,Extended,0.362,
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Infrared Heating,Pilot,Soil,350.0,11520.0,,False,Medium,Extended,1.98,
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Infrared Heating,Pilot,Soil,350.0,11520.0,,False,Medium,Extended,0.0,
4151-50-2,N-Ethylperfluorooctane sulfonamide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17NO2S,527.2,17,54.83870967741935,10,17,10,527.196,9.0,2.0,1.0,0.0,0.0,Long-chain,False,False,False,True,Long-chain Branched Highly-fluorinated,Pyrolysis,Not specified,Sludge,593.33,,,False,High,,0.0,
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Sludge,300.0,120.0,,False,Medium,Medium,,
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Sludge,300.0,120.0,,False,Medium,Medium,,
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Sludge,300.0,120.0,,False,Medium,Medium,,
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Sludge,300.0,120.0,,False,Medium,Medium,,
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Sludge,300.0,120.0,,False,Medium,Medium,,
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Other,350.0,2.5,100.0,True,Medium,Short,19.0,0.0
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Other,350.0,2.5,100.0,True,Medium,Short,110.0,0.0
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Hydrothermal Treatment,Lab,Other,350.0,2.5,100.0,True,Medium,Short,110.0,0.0
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,800.0,20.0,94.13407821229048,True,High,Short,0.358,0.021
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,800.0,20.0,96.00798403193612,True,High,Short,0.501,0.02
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,800.0,20.0,97.12121212121212,True,High,Short,0.66,0.019
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,800.0,20.0,90.86956521739133,True,High,Short,0.23,0.021
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,800.0,20.0,71.42857142857143,False,High,Short,0.07,0.02
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,800.0,20.0,51.28205128205129,False,High,Short,0.039,0.019
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,650.0,20.0,94.6927374301676,True,High,Short,0.358,0.019
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,650.0,20.0,96.20758483033931,True,High,Short,0.501,0.019
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,650.0,20.0,96.8181818181818,True,High,Short,0.66,0.021
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,650.0,20.0,91.30434782608695,True,High,Short,0.23,0.02
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,650.0,20.0,72.85714285714285,False,High,Short,0.07,0.019
375-85-9,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,364.062,13,59.09090909090909,7,13,7,364.057,5.0,1.0,1.0,0.0,0.0,Medium-chain,False,False,False,True,Medium-chain Branched Highly-fluorinated,Pyrolysis,Lab,Sludge,650.0,20.0,48.717948717948715,False,High,Short,0.039,0.02
